base_code,sku,kitchen,platform_name,daypart,matched_strata,promo_rows,promo_units,promo_active_hours,baseline_units,incremental_units,promo_contribution_thb,baseline_contribution_thb,incremental_contribution_thb,promo_discount_cost_thb,promo_cups_per_active_hour,baseline_cups_per_active_hour,actual_demand_lift_pct,promo_contribution_per_cup_thb,baseline_contribution_per_cup_thb,break_even_lift_pct,contribution_lift_pct,actual_vs_breakeven_gap_pct,promo_roi_on_discount,decision
RC101,Watermelon,BKK_Ladprao,Grab,Lunch,3,3,26,3,29.0,-3.0,270.14000000000004,449.5,-179.35999999999996,175.5,8.666666666666666,9.666666666666666,-0.10344827586206895,10.390000000000002,15.5,0.4918190567853702,-0.39902113459399324,-0.5952673326474391,-1.0219943019943019,REDUCE / PAUSE BLANKET USE
RC101,Watermelon,BKK_Ladprao,Grab,Morning,4,4,12,4,12.0,0.0,124.68,186.0,-61.31999999999999,81.0,3.0,3.0,0.0,10.39,15.5,0.4918190567853704,-0.32967741935483863,-0.4918190567853704,-0.757037037037037,REDUCE / PAUSE BLANKET USE
RC101,Watermelon,BKK_Ladprao,LINE MAN,Afternoon,15,15,126,15,81.5,44.5,1005.84,1037.9,-32.05999999999998,850.5,8.4,5.433333333333334,0.5460122699386503,7.982857142857143,12.734969325153376,0.5952896434515682,-0.030889295693226737,-0.049277373512917944,-0.03769547325102878,OPTIMIZE / TARGET ONLY
RC101,Watermelon,BKK_Ladprao,LINE MAN,Dinner,20,20,172,20,110.5,61.5,1387.0900000000001,1415.6799999999998,-28.58999999999986,1161.0,8.6,5.525,0.5565610859728507,8.064476744186047,12.811583710407238,0.5886441385851278,-0.020195241862567603,-0.03208305261227706,-0.0246253229974159,OPTIMIZE / TARGET ONLY
RC101,Watermelon,BKK_Ladprao,LINE MAN,Late Evening,10,10,95,10,74.0,21.0,752.425,951.8,-199.375,641.25,9.5,7.4,0.28378378378378377,7.920263157894737,12.86216216216216,0.6239564147993557,-0.2094715276318554,-0.34017263101557194,-0.310916179337232,OPTIMIZE / TARGET ONLY
RC101,Watermelon,BKK_Ladprao,LINE MAN,Late Night,10,10,24,10,19.0,5.0,190.03,244.335,-54.305,162.0,2.4,1.9,0.26315789473684204,7.917916666666667,12.859736842105264,0.6241313698391113,-0.22225632840157983,-0.3609734751022693,-0.33521604938271604,OPTIMIZE / TARGET ONLY
RC101,Watermelon,BKK_Ladprao,LINE MAN,Lunch,20,20,173,20,132.5,40.5,1394.1050000000002,1688.6799999999998,-294.5749999999998,1167.75,8.65,6.625,0.3056603773584905,8.05841040462428,12.74475471698113,0.5815469896727543,-0.17444098349006298,-0.2758866123142638,-0.2522586169985012,OPTIMIZE / TARGET ONLY
RC101,Watermelon,BKK_Ladprao,LINE MAN,Morning,21,21,94,21,65.5,28.5,756.33,834.15,-77.81999999999991,634.5,4.476190476190476,3.119047619047619,0.43511450381679384,8.046063829787235,12.735114503816794,0.5827757240341895,-0.0932925732781873,-0.1476612202173957,-0.12264775413711569,OPTIMIZE / TARGET ONLY
RC101,Watermelon,BKK_Sukhumvit,Grab,Afternoon,3,3,38,3,40.0,-2.0,394.06000000000006,602.0000000000001,-207.94,256.5,12.666666666666666,13.333333333333334,-0.050000000000000044,10.370000000000001,15.050000000000002,0.45130183220829334,-0.34541528239202657,-0.5013018322082934,-0.810682261208577,REDUCE / PAUSE BLANKET USE
RC101,Watermelon,BKK_Sukhumvit,Grab,Dinner,4,4,53,4,41.0,12.0,549.6100000000001,617.05,-67.4399999999999,357.75,13.25,10.25,0.29268292682926833,10.370000000000003,15.049999999999999,0.4513018322082927,-0.10929422251033116,-0.15861890537902434,-0.18851153039832258,OPTIMIZE / TARGET ONLY
RC101,Watermelon,BKK_Sukhumvit,Grab,Late Evening,2,2,26,2,28.0,-2.0,269.62,421.4,-151.77999999999997,175.5,13.0,14.0,-0.0714285714285714,10.370000000000001,15.049999999999999,0.4513018322082929,-0.3601803512102515,-0.5227304036368643,-0.8648433048433047,REDUCE / PAUSE BLANKET USE
RC101,Watermelon,BKK_Sukhumvit,Grab,Late Night,5,5,20,5,7.0,13.0,207.4,105.35000000000001,102.05,135.0,4.0,1.4,1.8571428571428572,10.370000000000001,15.05,0.4513018322082931,0.968675842429995,1.405841024934564,0.7559259259259259,KEEP / SCALE SELECTIVELY
RC101,Watermelon,BKK_Sukhumvit,Grab,Lunch,4,4,58,4,42.0,16.0,601.4600000000002,632.1,-30.63999999999983,391.5,14.5,10.5,0.38095238095238093,10.370000000000003,15.05,0.4513018322082929,-0.048473342825502086,-0.07034945125591197,-0.07826309067688335,OPTIMIZE / TARGET ONLY
RC101,Watermelon,BKK_Sukhumvit,Grab,Morning,5,5,22,5,14.0,8.0,228.14000000000004,210.7,17.440000000000037,148.5,4.4,2.8,0.5714285714285714,10.370000000000003,15.049999999999999,0.4513018322082927,0.08277171333649758,0.12012673922027872,0.1174410774410777,KEEP / SCALE SELECTIVELY
RC101,Watermelon,BKK_Sukhumvit,LINE MAN,Afternoon,15,15,236,15,162.5,73.5,1941.23,2075.9700000000003,-134.74000000000007,1593.0,15.733333333333333,10.833333333333334,0.4523076923076923,8.225550847457628,12.775200000000002,0.5531117899476106,-0.06490459881404853,-0.10080409763991827,-0.0845825486503453,OPTIMIZE / TARGET ONLY
RC101,Watermelon,BKK_Sukhumvit,LINE MAN,Dinner,20,20,256,20,217.0,39.0,2108.26,2774.315,-666.055,1728.0,12.8,10.85,0.17972350230414746,8.235390625,12.784861751152073,0.5524293058232526,-0.24007908258434962,-0.3727058035191051,-0.38544849537037035,OPTIMIZE / TARGET ONLY
RC101,Watermelon,BKK_Sukhumvit,LINE MAN,Late Evening,10,10,155,10,115.0,40.0,1277.415,1470.5,-193.0850000000001,1046.25,15.5,11.5,0.34782608695652173,8.241387096774194,12.78695652173913,0.5515539279478987,-0.1313056783407005,-0.20372784099137697,-0.1845495818399045,OPTIMIZE / TARGET ONLY
RC101,Watermelon,BKK_Sukhumvit,LINE MAN,Late Night,12,12,43,12,37.5,5.5,361.81500000000005,483.505,-121.68999999999993,290.25,3.5833333333333335,3.125,0.14666666666666672,8.414302325581396,12.893466666666667,0.5323274785917296,-0.2516830229263398,-0.38566081192506285,-0.419259259259259,OPTIMIZE / TARGET ONLY
RC101,Watermelon,BKK_Sukhumvit,LINE MAN,Lunch,20,20,343,20,252.5,90.5,2844.6850000000004,3219.475,-374.78999999999974,2315.25,17.15,12.625,0.3584158415841585,8.293542274052479,12.75039603960396,0.5373884425109134,-0.11641339038197207,-0.17897260092675493,-0.16187884677680583,OPTIMIZE / TARGET ONLY
RC101,Watermelon,BKK_Sukhumvit,LINE MAN,Morning,22,22,130,22,91.5,38.5,1088.89,1171.09,-82.19999999999992,877.5,5.909090909090909,4.159090909090909,0.4207650273224044,8.376076923076925,12.79879781420765,0.5280181798409336,-0.07019101862367527,-0.10725315251852918,-0.09367521367521359,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Beach,Grab,Afternoon,9,9,121,9,98.16666666666667,22.833333333333336,1273.6800000000003,1537.4850000000001,-263.80499999999984,816.75,13.444444444444445,10.907407407407408,0.23259762308998289,10.52628099173554,15.661986417657046,0.4878936283340416,-0.171582161777188,-0.2552960052440587,-0.322993572084481,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Beach,Grab,Dinner,12,12,207,12,147.33333333333331,59.66666666666667,2178.6400000000003,2313.3083333333334,-134.6683333333333,1397.25,17.25,12.277777777777777,0.404977375565611,10.524830917874398,15.701187782805432,0.49182328013839993,-0.05821460606562734,-0.08684590457278896,-0.09638098646150173,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Beach,Grab,Late Evening,6,6,188,6,111.16666666666666,76.83333333333334,1985.51,1753.3550000000005,232.1549999999996,1269.0,31.333333333333332,18.527777777777775,0.691154422788606,10.561223404255319,15.772308845577218,0.49341683646444334,0.13240615847902992,0.1977375863241626,0.1829432624113472,KEEP / SCALE SELECTIVELY
RC101,Watermelon,Pattaya_Beach,Grab,Late Night,14,14,44,14,47.83333333333333,-3.833333333333333,462.88000000000005,751.6950000000002,-288.81500000000005,297.0,3.142857142857143,3.4166666666666665,-0.08013937282229955,10.520000000000001,15.714878048780493,0.4938097004544193,-0.3842183332335589,-0.5739490732767188,-0.9724410774410777,REDUCE / PAUSE BLANKET USE
RC101,Watermelon,Pattaya_Beach,Grab,Lunch,12,12,193,12,157.16666666666666,35.83333333333333,2032.6200000000003,2461.3533333333335,-428.7333333333333,1302.75,16.083333333333332,13.097222222222221,0.22799575821845175,10.531709844559588,15.660784729586428,0.4870125516870738,-0.1741860169066881,-0.25901679346862205,-0.32909870146485,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Beach,Grab,Morning,14,14,95,14,65.16666666666667,29.833333333333336,999.6700000000001,1022.7083333333335,-23.038333333333284,641.25,6.785714285714286,4.654761904761905,0.4578005115089514,10.522842105263159,15.69373401534527,0.4913968924323031,-0.022526787533102555,-0.03359638092335171,-0.035927225471085046,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Beach,LINE MAN,Afternoon,15,15,190,15,139.0,51.0,1554.51,1775.7800000000002,-221.27000000000004,1282.5,12.666666666666666,9.266666666666667,0.3669064748201438,8.181631578947368,12.775395683453239,0.5614728627388152,-0.1246043991935939,-0.19456638791867142,-0.17253021442495128,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Beach,LINE MAN,Dinner,20,20,249,20,197.5,51.5,2033.265,2525.95,-492.6849999999999,1680.75,12.45,9.875,0.26075949367088613,8.165722891566265,12.789620253164555,0.566256952752334,-0.1950493873592113,-0.3054974590814479,-0.29313401755168816,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Beach,LINE MAN,Late Evening,10,10,166,10,132.0,34.0,1353.4,1687.55,-334.14999999999986,1120.5,16.6,13.2,0.25757575757575757,8.153012048192771,12.784469696969696,0.5680670679008197,-0.1980089478830256,-0.31049131032506216,-0.29821508255243184,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Beach,LINE MAN,Late Night,18,18,54,18,52.5,1.5,432.80000000000007,673.52,-240.71999999999994,364.5,3.0,2.9166666666666665,0.02857142857142847,8.014814814814816,12.82895238095238,0.6006548719302875,-0.35740586768024696,-0.5720834433588591,-0.6604115226337447,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Beach,LINE MAN,Lunch,20,20,287,20,222.0,65.0,2338.465,2836.3100000000004,-497.8450000000001,1937.25,14.35,11.1,0.2927927927927927,8.147961672473867,12.776171171171173,0.5680205289051266,-0.1755255948750314,-0.27522773611233387,-0.2569854174732224,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Beach,LINE MAN,Morning,21,21,147,21,114.0,33.0,1189.7549999999999,1460.75,-270.9950000000001,992.25,7.0,5.428571428571429,0.2894736842105263,8.093571428571428,12.81359649122807,0.5831819863841938,-0.18551771350333746,-0.2937083021736675,-0.27311161501637704,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Central,Grab,Afternoon,3,3,54,3,49.0,5.0,605.34,789.4000000000001,-184.05999999999997,364.5,18.0,16.333333333333332,0.1020408163265305,11.21,16.110204081632656,0.4371279287807899,-0.2331644286800102,-0.3350871124542594,-0.5049657064471879,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Central,Grab,Dinner,4,4,84,4,53.5,30.5,941.64,860.9,80.73999999999998,567.0,21.0,13.375,0.5700934579439252,11.209999999999999,16.091588785046728,0.43546733140470373,0.09378557323730985,0.13462612653922146,0.1423985890652557,KEEP / SCALE SELECTIVELY
RC101,Watermelon,Pattaya_Central,Grab,Late Evening,2,2,57,2,36.5,20.5,638.97,588.46,50.50999999999999,384.75,28.5,18.25,0.5616438356164384,11.21,16.122191780821918,0.438197304266005,0.08583421133127134,0.12344653135043337,0.13128005198180634,KEEP / SCALE SELECTIVELY
RC101,Watermelon,Pattaya_Central,Grab,Late Night,5,5,28,5,11.0,17.0,313.88,177.16000000000003,136.71999999999997,189.0,5.6,2.2,1.5454545454545454,11.209999999999999,16.10545454545455,0.43670424134295716,0.7717317678934295,1.1087503041115883,0.7233862433862432,KEEP / SCALE SELECTIVELY
RC101,Watermelon,Pattaya_Central,Grab,Lunch,4,4,83,4,65.5,17.5,930.4300000000001,1055.6200000000001,-125.19000000000003,560.25,20.75,16.375,0.26717557251908386,11.21,16.116335877862596,0.4376749222000531,-0.11859381216725717,-0.17049934968096925,-0.22345381526104421,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Central,Grab,Morning,5,5,41,5,36.5,4.5,459.61000000000007,589.58,-129.96999999999997,276.75,8.2,7.3,0.12328767123287676,11.21,16.15287671232877,0.4409345862915939,-0.2204450625869262,-0.3176469150587171,-0.4696296296296295,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Central,LINE MAN,Afternoon,18,18,299,18,225.83333333333334,73.16666666666667,2396.8650000000002,2863.2833333333333,-466.4183333333333,2018.25,16.61111111111111,12.546296296296298,0.3239852398523986,8.016270903010033,12.678745387453874,0.5816263622893689,-0.16289632531417886,-0.25764112243697035,-0.2311003757380569,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Central,LINE MAN,Dinner,24,24,412,24,327.6666666666667,84.33333333333334,3326.09,4155.6866666666665,-829.5966666666664,2781.0,17.166666666666668,13.652777777777779,0.2573753814852491,8.073033980582524,12.682665310274668,0.5709911962193337,-0.199629263033947,-0.3136158147340846,-0.2983087618362698,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Central,LINE MAN,Late Evening,12,12,259,12,226.0,33.0,2074.345,2877.835,-803.4899999999998,1748.25,21.583333333333332,18.833333333333332,0.14601769911504414,8.009054054054053,12.733783185840709,0.5899234915757716,-0.27919946765537296,-0.4439057924607275,-0.45959673959673947,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Central,LINE MAN,Late Night,23,23,84,23,69.16666666666667,14.833333333333332,676.6700000000001,882.5466666666666,-205.8766666666666,567.0,3.652173913043478,3.0072463768115942,0.21445783132530116,8.05559523809524,12.759710843373492,0.5839563019542364,-0.233275671919143,-0.36949847062893526,-0.36309817754262186,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Central,LINE MAN,Lunch,24,24,432,24,290.3333333333333,141.66666666666666,3453.8700000000003,3674.5183333333334,-220.64833333333289,2916.0,18.0,12.097222222222221,0.48794489092996574,7.995069444444446,12.656205510907004,0.583001323359543,-0.0600482330790747,-0.09505643242957729,-0.0756681527206217,OPTIMIZE / TARGET ONLY
RC101,Watermelon,Pattaya_Central,LINE MAN,Morning,28,28,222,28,132.33333333333334,89.66666666666667,1784.4,1679.5066666666667,104.89333333333337,1498.5,7.928571428571429,4.726190476190476,0.6775818639798488,8.037837837837838,12.691486146095716,0.5789676778935491,0.062454847852147166,0.09861418608629968,0.06999888777666557,KEEP / SCALE SELECTIVELY
RC102,Guava,BKK_Ladprao,Grab,Afternoon,20,20,90,20,45.666666666666664,44.333333333333336,792.7900000000001,752.9083333333334,39.8816666666667,881.9999999999998,4.5,2.283333333333333,0.9708029197080292,8.80877777777778,16.48704379562044,0.8716607696941681,0.05297014908853437,0.09914215001386117,0.045217309145880624,KEEP / SCALE SELECTIVELY
RC102,Guava,BKK_Ladprao,Grab,Dinner,25,25,114,25,52.666666666666664,61.33333333333333,1013.058,867.0416666666667,146.01633333333328,1117.1999999999996,4.56,2.1066666666666665,1.1645569620253164,8.886473684210527,16.462816455696206,0.8525702140937315,0.16840751597866288,0.311986747931585,0.1306984723714047,KEEP / SCALE SELECTIVELY
RC102,Guava,BKK_Ladprao,Grab,Late Evening,12,12,57,12,34.166666666666664,22.833333333333332,503.334,562.4383333333334,-59.10433333333337,558.5999999999998,4.75,2.847222222222222,0.6682926829268294,8.830421052631579,16.461609756097562,0.8641930727857865,-0.10508589089766884,-0.19590038985895708,-0.10580797231173182,OPTIMIZE / TARGET ONLY
RC102,Guava,BKK_Ladprao,Grab,Late Night,6,6,16,6,7.5,8.5,145.07200000000003,123.87500000000001,21.197000000000003,156.79999999999995,2.6666666666666665,1.25,1.1333333333333333,9.067000000000002,16.51666666666667,0.8216242049924634,0.1711160443995965,0.31170912834086995,0.1351849489795919,KEEP / SCALE SELECTIVELY
RC102,Guava,BKK_Ladprao,Grab,Lunch,22,22,119,22,69.83333333333333,49.166666666666664,1057.498,1149.085,-91.58700000000005,1166.1999999999996,5.409090909090909,3.174242424242424,0.7040572792362769,8.88653781512605,16.454677804295944,0.8516410042489133,-0.07970428645400474,-0.1475837250126364,-0.07853455667981485,OPTIMIZE / TARGET ONLY
RC102,Guava,BKK_Ladprao,Grab,Morning,19,19,43,19,31.0,12.0,380.03600000000006,512.5066666666667,-132.47066666666663,421.39999999999986,2.263157894736842,1.631578947368421,0.3870967741935485,8.838046511627908,16.53247311827957,0.8706026378712053,-0.25847598730423005,-0.4835058636776568,-0.314358487581079,OPTIMIZE / TARGET ONLY
RC102,Guava,BKK_Ladprao,LINE MAN,Afternoon,15,15,95,15,37.833333333333336,57.166666666666664,658.82,517.2083333333333,141.6116666666668,930.9999999999998,6.333333333333333,2.5222222222222226,1.5110132158590308,6.934947368421053,13.670704845814974,0.9712773752351516,0.2738000483364218,0.5397358406238792,0.15210705334765504,KEEP / SCALE SELECTIVELY
RC102,Guava,BKK_Ladprao,LINE MAN,Dinner,18,18,80,18,48.0,32.0,553.7500000000002,653.5533333333333,-99.80333333333314,783.9999999999998,4.444444444444445,2.6666666666666665,0.6666666666666667,6.921875000000003,13.615694444444443,0.9670529219964876,-0.15270878173676172,-0.3003862553298209,-0.127300170068027,OPTIMIZE / TARGET ONLY
RC102,Guava,BKK_Ladprao,LINE MAN,Late Evening,10,10,55,10,24.666666666666668,30.333333333333336,380.4800000000001,337.43833333333333,43.04166666666674,538.9999999999999,5.5,2.466666666666667,1.2297297297297298,6.917818181818183,13.679932432432432,0.9774923354283631,0.12755417039162742,0.2522373943013667,0.07985466914038358,KEEP / SCALE SELECTIVELY
RC102,Guava,BKK_Ladprao,LINE MAN,Late Night,5,5,13,5,6.0,7.0,83.72000000000003,81.155,2.565000000000028,127.39999999999996,2.6,1.2,1.1666666666666665,6.440000000000002,13.525833333333333,1.1002846790890262,0.03160618569404261,0.06638198757764036,0.020133437990581073,KEEP / SCALE SELECTIVELY
RC102,Guava,BKK_Ladprao,LINE MAN,Lunch,19,19,90,19,53.166666666666664,36.833333333333336,628.1700000000002,723.8533333333334,-95.68333333333317,881.9999999999998,4.7368421052631575,2.7982456140350878,0.6927899686520378,6.9796666666666685,13.614796238244516,0.9506370273047202,-0.13218607821105544,-0.2578470586526824,-0.10848450491307618,OPTIMIZE / TARGET ONLY
RC102,Guava,BKK_Ladprao,LINE MAN,Morning,8,8,31,8,12.333333333333334,18.666666666666668,214.8100000000001,169.63166666666666,45.17833333333343,303.7999999999999,3.875,1.5416666666666667,1.5135135135135136,6.92935483870968,13.753918918918918,0.9848772705483277,0.2663319545289309,0.5286362429651859,0.14871077463243398,KEEP / SCALE SELECTIVELY
RC102,Guava,BKK_Sukhumvit,Grab,Afternoon,9,9,60,9,40.5,19.5,545.6999999999999,674.7400000000001,-129.0400000000001,587.9999999999998,6.666666666666667,4.5,0.4814814814814814,9.094999999999999,16.66024691358025,0.8318028492116822,-0.1912440347393073,-0.35032136773020084,-0.21945578231292542,OPTIMIZE / TARGET ONLY
RC102,Guava,BKK_Sukhumvit,Grab,Dinner,12,12,94,12,44.0,50.0,851.868,733.85,118.01800000000006,921.1999999999997,7.833333333333333,3.6666666666666665,1.1363636363636362,9.062425531914894,16.678409090909092,0.8403912983530955,0.16082033113034,0.2959723380105408,0.1281133304385585,KEEP / SCALE SELECTIVELY
RC102,Guava,BKK_Sukhumvit,Grab,Late Evening,6,6,43,6,27.0,16.0,382.08599999999996,449.95000000000005,-67.86400000000006,421.39999999999986,7.166666666666667,4.5,0.5925925925925926,8.885720930232557,16.664814814814818,0.8754600719132271,-0.15082564729414394,-0.2828674793206345,-0.16104413858566702,OPTIMIZE / TARGET ONLY
RC102,Guava,BKK_Sukhumvit,Grab,Late Night,4,4,9,4,5.5,3.5,87.45800000000001,92.06500000000003,-4.607000000000003,88.19999999999997,2.25,1.375,0.6363636363636365,9.717555555555556,16.739090909090915,0.7225618946444949,-0.05004073209145721,-0.08619825828085848,-0.052233560090703,OPTIMIZE / TARGET ONLY
RC102,Guava,BKK_Sukhumvit,Grab,Lunch,12,12,101,12,68.5,32.5,913.2620000000001,1132.605,-219.34300000000002,989.7999999999997,8.416666666666666,5.708333333333333,0.4744525547445255,9.042198019801981,16.534379562043796,0.8285796800550369,-0.19366239774678728,-0.3541271253105114,-0.2216033542129724,OPTIMIZE / TARGET ONLY
RC102,Guava,BKK_Sukhumvit,Grab,Morning,8,8,41,8,23.0,18.0,377.12199999999996,382.65500000000003,-5.533000000000058,401.7999999999999,5.125,2.875,0.7826086956521738,9.198097560975608,16.63717391304348,0.8087624971091127,-0.014459500071866471,-0.026153801456938908,-0.013770532603285365,OPTIMIZE / TARGET ONLY
RC102,Guava,BKK_Sukhumvit,LINE MAN,Afternoon,23,23,140,23,86.33333333333333,53.666666666666664,942.5300000000001,1162.1825000000001,-219.65249999999997,1371.9999999999995,6.086956521739131,3.753623188405797,0.6216216216216217,6.732357142857143,13.46157335907336,0.9995334581077211,-0.18900000645337545,-0.3779118364860994,-0.16009657434402336,OPTIMIZE / TARGET ONLY
RC102,Guava,BKK_Sukhumvit,LINE MAN,Dinner,31,31,202,31,116.83333333333333,85.16666666666667,1361.9900000000002,1585.5433333333333,-223.55333333333317,1979.5999999999995,6.516129032258065,3.768817204301075,0.7289586305278175,6.742524752475249,13.57098430813124,1.0127451965451364,-0.1409947799177147,-0.2837865660173189,-0.11292853775173431,OPTIMIZE / TARGET ONLY
RC102,Guava,BKK_Sukhumvit,LINE MAN,Late Evening,16,16,140,16,81.66666666666667,58.333333333333336,939.0100000000001,1103.4233333333334,-164.4133333333333,1371.9999999999995,8.75,5.104166666666667,0.7142857142857142,6.7072142857142865,13.51130612244898,1.0144437834984261,-0.14900295142088105,-0.30015806921271193,-0.11983479105928087,OPTIMIZE / TARGET ONLY
RC102,Guava,BKK_Sukhumvit,LINE MAN,Late Night,12,12,31,12,18.5,12.5,220.3900000000001,250.46166666666667,-30.071666666666577,303.7999999999999,2.5833333333333335,1.5416666666666667,0.6756756756756757,7.109354838709681,13.53846846846847,0.9043174487160142,-0.12006494673170176,-0.2286417730403385,-0.09898507790212834,OPTIMIZE / TARGET ONLY
RC102,Guava,BKK_Sukhumvit,LINE MAN,Lunch,29,29,237,29,147.41666666666666,89.58333333333333,1597.16,1975.6775000000002,-378.5175000000001,2322.5999999999995,8.172413793103448,5.083333333333333,0.6076879592990392,6.739071729957806,13.401995477671003,0.9887005235593349,-0.19158870817732154,-0.3810125642602957,-0.16297145440454672,OPTIMIZE / TARGET ONLY
RC102,Guava,BKK_Sukhumvit,LINE MAN,Morning,28,28,118,28,69.33333333333333,48.666666666666664,809.1200000000002,935.9091666666667,-126.78916666666649,1156.3999999999996,4.214285714285714,2.476190476190476,0.7019230769230771,6.8569491525423745,13.498689903846156,0.9686145548915439,-0.13547165812921635,-0.2666914779684668,-0.10964127176294235,OPTIMIZE / TARGET ONLY
RC102,Guava,Pattaya_Beach,Grab,Afternoon,15,15,111,15,63.0,48.0,972.0419999999999,1047.47,-75.42800000000015,1087.7999999999997,7.4,4.2,0.7619047619047619,8.757135135135135,16.626507936507938,0.8986241139296256,-0.07200969956180137,-0.13671935202486374,-0.06933995219709521,OPTIMIZE / TARGET ONLY
RC102,Guava,Pattaya_Beach,Grab,Dinner,20,20,160,20,86.5,73.5,1407.6200000000001,1444.865,-37.24500000000009,1567.9999999999995,8.0,4.325,0.8497109826589595,8.797625,16.70364161849711,0.898653513703654,-0.025777494783249533,-0.04894253104469448,-0.02375318877551027,OPTIMIZE / TARGET ONLY
RC102,Guava,Pattaya_Beach,Grab,Late Evening,10,10,95,10,59.5,35.5,820.3899999999999,996.3400000000001,-175.95000000000027,930.9999999999997,9.5,5.95,0.596638655462185,8.635684210526314,16.745210084033616,0.9390716098236129,-0.1765963426139674,-0.34243295436142795,-0.18899033297529574,OPTIMIZE / TARGET ONLY
RC102,Guava,Pattaya_Beach,Grab,Late Night,9,9,19,9,15.0,4.0,164.15800000000004,247.52500000000003,-83.36699999999999,186.19999999999993,2.111111111111111,1.6666666666666667,0.2666666666666666,8.639894736842107,16.50166666666667,0.9099383926867204,-0.3368023431976567,-0.6432717260200538,-0.44772824919441473,OPTIMIZE / TARGET ONLY
RC102,Guava,Pattaya_Beach,Grab,Lunch,20,20,124,20,99.0,25.0,1090.558,1656.15,-565.5919999999999,1215.1999999999996,6.2,4.95,0.2525252525252526,8.794822580645162,16.72878787878788,0.9021177204419177,-0.3415101289134439,-0.6495924679166651,-0.4654312047399605,OPTIMIZE / TARGET ONLY
RC102,Guava,Pattaya_Beach,Grab,Morning,15,15,66,15,36.0,30.0,590.1120000000001,584.0150000000001,6.0970000000000155,646.7999999999998,4.4,2.4,0.8333333333333333,8.94109090909091,16.22263888888889,0.8143914488549067,0.010439800347593842,0.018941884478426596,0.009426406926406953,KEEP / SCALE SELECTIVELY
RC102,Guava,Pattaya_Beach,LINE MAN,Afternoon,16,16,119,16,66.83333333333333,52.166666666666664,808.24,912.7883333333334,-104.54833333333336,1166.1999999999996,7.4375,4.177083333333333,0.7805486284289278,6.791932773109243,13.65768079800499,1.0108680775049415,-0.11453732427926888,-0.23031944907601365,-0.089648716629509,OPTIMIZE / TARGET ONLY
RC102,Guava,Pattaya_Beach,LINE MAN,Dinner,24,24,191,24,95.83333333333333,95.16666666666666,1301.7800000000002,1308.89,-7.109999999999879,1871.7999999999995,7.958333333333333,3.9930555555555554,0.9930434782608697,6.815602094240838,13.657982608695654,1.0039289882014395,-0.005432083673952648,-0.010885509940569804,-0.0037984827438828296,OPTIMIZE / TARGET ONLY
RC102,Guava,Pattaya_Beach,LINE MAN,Late Evening,12,12,106,12,67.66666666666667,38.333333333333336,701.8900000000001,921.6316666666667,-219.74166666666667,1038.7999999999997,8.833333333333334,5.638888888888889,0.566502463054187,6.621603773584907,13.620172413793103,1.0569295414695588,-0.23842677570034299,-0.4904270784153717,-0.21153414195867032,OPTIMIZE / TARGET ONLY
RC102,Guava,Pattaya_Beach,LINE MAN,Late Night,14,14,37,14,24.0,13.0,240.23000000000005,321.8366666666667,-81.60666666666667,362.5999999999999,2.642857142857143,1.7142857142857142,0.5416666666666667,6.4927027027027036,13.409861111111113,1.0653742709532992,-0.2535654731696201,-0.5237076042866324,-0.22505975363118227,OPTIMIZE / TARGET ONLY
RC102,Guava,Pattaya_Beach,LINE MAN,Lunch,22,22,158,22,98.33333333333333,59.66666666666667,1064.3600000000001,1339.6266666666668,-275.2666666666666,1548.3999999999996,7.181818181818182,4.46969696969697,0.6067796610169491,6.736455696202532,13.623322033898306,1.022327860269018,-0.20548013376861207,-0.4155481992520689,-0.17777490743132696,OPTIMIZE / TARGET ONLY
RC102,Guava,Pattaya_Beach,LINE MAN,Morning,21,21,81,21,41.0,40.0,555.88,558.2800000000001,-2.400000000000041,793.7999999999997,3.857142857142857,1.9523809523809523,0.975609756097561,6.862716049382716,13.61658536585366,0.9841394089266504,-0.004298918105610228,-0.008529652829089462,-0.0030234315948602193,OPTIMIZE / TARGET ONLY
