source_row_id,date,kitchen,sku,units_wasted,est_waste_cost_thb,week_start,packaging_cost_per_cup_thb,labor_cost_per_cup_thb,base_price_thb,fruit_cost_raw_thb,fruit_cost_used_thb,waste_cost_raw_thb,waste_cost_status
560,2025-10-05,Pattaya_Central,Watermelon,6,84.24,2025-09-29,6,5,45.0,8.04,8.04,84.24,observed_estimated_cost
561,2025-10-06,BKK_Ladprao,Guava,3,47.55,2025-10-06,6,5.5,49.0,9.85,9.85,47.55,observed_estimated_cost
562,2025-10-06,BKK_Ladprao,PassionFruit,5,127.55,2025-10-06,6,6,65.0,19.51,19.51,127.55,observed_estimated_cost
563,2025-10-06,BKK_Ladprao,Pineapple,3,47.13,2025-10-06,6,5,49.0,9.71,9.71,47.13,observed_estimated_cost
564,2025-10-06,BKK_Ladprao,Watermelon,4,56.84,2025-10-06,6,5,45.0,8.21,8.21,56.84,observed_estimated_cost
565,2025-10-06,BKK_Sukhumvit,Guava,2,31.7,2025-10-06,6,5.5,49.0,9.85,9.85,31.7,observed_estimated_cost
566,2025-10-06,BKK_Sukhumvit,PassionFruit,2,51.02,2025-10-06,6,6,65.0,19.51,19.51,51.02,observed_estimated_cost
567,2025-10-06,BKK_Sukhumvit,Pineapple,4,62.84,2025-10-06,6,5,49.0,9.71,9.71,62.84,observed_estimated_cost
568,2025-10-06,BKK_Sukhumvit,Watermelon,4,56.84,2025-10-06,6,5,45.0,8.21,8.21,56.84,observed_estimated_cost
569,2025-10-06,Pattaya_Beach,Guava,4,63.4,2025-10-06,6,5.5,49.0,9.85,9.85,63.4,observed_estimated_cost
570,2025-10-06,Pattaya_Beach,PassionFruit,5,127.55,2025-10-06,6,6,65.0,19.51,19.51,127.55,observed_estimated_cost
571,2025-10-06,Pattaya_Beach,Pineapple,3,47.13,2025-10-06,6,5,49.0,9.71,9.71,47.13,observed_estimated_cost
572,2025-10-06,Pattaya_Beach,Watermelon,3,42.63,2025-10-06,6,5,45.0,8.21,8.21,42.63,observed_estimated_cost
573,2025-10-06,Pattaya_Central,Guava,3,47.55,2025-10-06,6,5.5,49.0,9.85,9.85,47.55,observed_estimated_cost
574,2025-10-06,Pattaya_Central,PassionFruit,4,102.04,2025-10-06,6,6,65.0,19.51,19.51,102.04,observed_estimated_cost
575,2025-10-06,Pattaya_Central,Pineapple,6,94.26,2025-10-06,6,5,49.0,9.71,9.71,94.26,observed_estimated_cost
576,2025-10-06,Pattaya_Central,Watermelon,3,42.63,2025-10-06,6,5,45.0,8.21,8.21,42.63,observed_estimated_cost
577,2025-10-07,BKK_Ladprao,Guava,5,79.25,2025-10-06,6,5.5,49.0,9.85,9.85,79.25,observed_estimated_cost
578,2025-10-07,BKK_Ladprao,PassionFruit,2,51.02,2025-10-06,6,6,65.0,19.51,19.51,51.02,observed_estimated_cost
579,2025-10-07,BKK_Ladprao,Pineapple,3,47.13,2025-10-06,6,5,49.0,9.71,9.71,47.13,observed_estimated_cost
580,2025-10-07,BKK_Ladprao,Watermelon,4,56.84,2025-10-06,6,5,45.0,8.21,8.21,56.84,observed_estimated_cost
581,2025-10-07,BKK_Sukhumvit,Guava,2,31.7,2025-10-06,6,5.5,49.0,9.85,9.85,31.7,observed_estimated_cost
582,2025-10-07,BKK_Sukhumvit,PassionFruit,3,76.53,2025-10-06,6,6,65.0,19.51,19.51,76.53,observed_estimated_cost
583,2025-10-07,BKK_Sukhumvit,Pineapple,1,15.71,2025-10-06,6,5,49.0,9.71,9.71,15.71,observed_estimated_cost
584,2025-10-07,BKK_Sukhumvit,Watermelon,5,71.05,2025-10-06,6,5,45.0,8.21,8.21,71.05,observed_estimated_cost
585,2025-10-07,Pattaya_Beach,Guava,5,79.25,2025-10-06,6,5.5,49.0,9.85,9.85,79.25,observed_estimated_cost
586,2025-10-07,Pattaya_Beach,PassionFruit,5,127.55,2025-10-06,6,6,65.0,19.51,19.51,127.55,observed_estimated_cost
587,2025-10-07,Pattaya_Beach,Pineapple,2,31.42,2025-10-06,6,5,49.0,9.71,9.71,31.42,observed_estimated_cost
588,2025-10-07,Pattaya_Beach,Watermelon,5,71.05,2025-10-06,6,5,45.0,8.21,8.21,71.05,observed_estimated_cost
589,2025-10-07,Pattaya_Central,Guava,4,63.4,2025-10-06,6,5.5,49.0,9.85,9.85,63.4,observed_estimated_cost
590,2025-10-07,Pattaya_Central,PassionFruit,6,153.06,2025-10-06,6,6,65.0,19.51,19.51,153.06,observed_estimated_cost
591,2025-10-07,Pattaya_Central,Pineapple,4,62.84,2025-10-06,6,5,49.0,9.71,9.71,62.84,observed_estimated_cost
592,2025-10-07,Pattaya_Central,Watermelon,5,71.05,2025-10-06,6,5,45.0,8.21,8.21,71.05,observed_estimated_cost
593,2025-10-08,BKK_Ladprao,Guava,2,31.7,2025-10-06,6,5.5,49.0,9.85,9.85,31.7,observed_estimated_cost
594,2025-10-08,BKK_Ladprao,PassionFruit,4,102.04,2025-10-06,6,6,65.0,19.51,19.51,102.04,observed_estimated_cost
595,2025-10-08,BKK_Ladprao,Pineapple,5,78.55,2025-10-06,6,5,49.0,9.71,9.71,78.55,observed_estimated_cost
596,2025-10-08,BKK_Ladprao,Watermelon,5,71.05,2025-10-06,6,5,45.0,8.21,8.21,71.05,observed_estimated_cost
597,2025-10-08,BKK_Sukhumvit,Guava,1,15.85,2025-10-06,6,5.5,49.0,9.85,9.85,15.85,observed_estimated_cost
598,2025-10-08,BKK_Sukhumvit,PassionFruit,4,102.04,2025-10-06,6,6,65.0,19.51,19.51,102.04,observed_estimated_cost
599,2025-10-08,BKK_Sukhumvit,Pineapple,5,78.55,2025-10-06,6,5,49.0,9.71,9.71,78.55,observed_estimated_cost
600,2025-10-08,BKK_Sukhumvit,Watermelon,5,71.05,2025-10-06,6,5,45.0,8.21,8.21,71.05,observed_estimated_cost
601,2025-10-08,Pattaya_Beach,Guava,2,31.7,2025-10-06,6,5.5,49.0,9.85,9.85,31.7,observed_estimated_cost
602,2025-10-08,Pattaya_Beach,PassionFruit,2,51.02,2025-10-06,6,6,65.0,19.51,19.51,51.02,observed_estimated_cost
603,2025-10-08,Pattaya_Beach,Pineapple,2,31.42,2025-10-06,6,5,49.0,9.71,9.71,31.42,observed_estimated_cost
604,2025-10-08,Pattaya_Beach,Watermelon,3,42.63,2025-10-06,6,5,45.0,8.21,8.21,42.63,observed_estimated_cost
605,2025-10-08,Pattaya_Central,Guava,2,31.7,2025-10-06,6,5.5,49.0,9.85,9.85,31.7,observed_estimated_cost
606,2025-10-08,Pattaya_Central,PassionFruit,7,178.57,2025-10-06,6,6,65.0,19.51,19.51,178.57,observed_estimated_cost
607,2025-10-08,Pattaya_Central,Pineapple,4,62.84,2025-10-06,6,5,49.0,9.71,9.71,62.84,observed_estimated_cost
608,2025-10-08,Pattaya_Central,Watermelon,6,85.26,2025-10-06,6,5,45.0,8.21,8.21,85.26,observed_estimated_cost
609,2025-10-09,BKK_Ladprao,Guava,4,63.4,2025-10-06,6,5.5,49.0,9.85,9.85,63.4,observed_estimated_cost
610,2025-10-09,BKK_Ladprao,PassionFruit,7,178.57,2025-10-06,6,6,65.0,19.51,19.51,178.57,observed_estimated_cost
611,2025-10-09,BKK_Ladprao,Pineapple,3,47.13,2025-10-06,6,5,49.0,9.71,9.71,47.13,observed_estimated_cost
612,2025-10-09,BKK_Ladprao,Watermelon,3,42.63,2025-10-06,6,5,45.0,8.21,8.21,42.63,observed_estimated_cost
613,2025-10-09,BKK_Sukhumvit,Guava,3,47.55,2025-10-06,6,5.5,49.0,9.85,9.85,47.55,observed_estimated_cost
614,2025-10-09,BKK_Sukhumvit,PassionFruit,6,153.06,2025-10-06,6,6,65.0,19.51,19.51,153.06,observed_estimated_cost
615,2025-10-09,BKK_Sukhumvit,Pineapple,6,94.26,2025-10-06,6,5,49.0,9.71,9.71,94.26,observed_estimated_cost
616,2025-10-09,BKK_Sukhumvit,Watermelon,3,42.63,2025-10-06,6,5,45.0,8.21,8.21,42.63,observed_estimated_cost
617,2025-10-09,Pattaya_Beach,Guava,2,31.7,2025-10-06,6,5.5,49.0,9.85,9.85,31.7,observed_estimated_cost
618,2025-10-09,Pattaya_Beach,PassionFruit,4,102.04,2025-10-06,6,6,65.0,19.51,19.51,102.04,observed_estimated_cost
619,2025-10-09,Pattaya_Beach,Pineapple,3,47.13,2025-10-06,6,5,49.0,9.71,9.71,47.13,observed_estimated_cost
620,2025-10-09,Pattaya_Beach,Watermelon,5,71.05,2025-10-06,6,5,45.0,8.21,8.21,71.05,observed_estimated_cost
621,2025-10-09,Pattaya_Central,Guava,3,47.55,2025-10-06,6,5.5,49.0,9.85,9.85,47.55,observed_estimated_cost
622,2025-10-09,Pattaya_Central,PassionFruit,2,51.02,2025-10-06,6,6,65.0,19.51,19.51,51.02,observed_estimated_cost
623,2025-10-09,Pattaya_Central,Pineapple,5,78.55,2025-10-06,6,5,49.0,9.71,9.71,78.55,observed_estimated_cost
624,2025-10-09,Pattaya_Central,Watermelon,7,99.47,2025-10-06,6,5,45.0,8.21,8.21,99.47,observed_estimated_cost
625,2025-10-10,BKK_Ladprao,Guava,7,110.95,2025-10-06,6,5.5,49.0,9.85,9.85,110.95,observed_estimated_cost
626,2025-10-10,BKK_Ladprao,PassionFruit,4,102.04,2025-10-06,6,6,65.0,19.51,19.51,102.04,observed_estimated_cost
627,2025-10-10,BKK_Ladprao,Pineapple,4,62.84,2025-10-06,6,5,49.0,9.71,9.71,62.84,observed_estimated_cost
628,2025-10-10,BKK_Ladprao,Watermelon,7,99.47,2025-10-06,6,5,45.0,8.21,8.21,99.47,observed_estimated_cost
629,2025-10-10,BKK_Sukhumvit,Guava,7,110.95,2025-10-06,6,5.5,49.0,9.85,9.85,110.95,observed_estimated_cost
630,2025-10-10,BKK_Sukhumvit,PassionFruit,11,280.61,2025-10-06,6,6,65.0,19.51,19.51,280.61,observed_estimated_cost
631,2025-10-10,BKK_Sukhumvit,Pineapple,6,94.26,2025-10-06,6,5,49.0,9.71,9.71,94.26,observed_estimated_cost
632,2025-10-10,BKK_Sukhumvit,Watermelon,4,56.84,2025-10-06,6,5,45.0,8.21,8.21,56.84,observed_estimated_cost
633,2025-10-10,Pattaya_Beach,Guava,3,47.55,2025-10-06,6,5.5,49.0,9.85,9.85,47.55,observed_estimated_cost
634,2025-10-10,Pattaya_Beach,PassionFruit,5,127.55,2025-10-06,6,6,65.0,19.51,19.51,127.55,observed_estimated_cost
635,2025-10-10,Pattaya_Beach,Pineapple,9,141.39,2025-10-06,6,5,49.0,9.71,9.71,141.39,observed_estimated_cost
636,2025-10-10,Pattaya_Beach,Watermelon,6,85.26,2025-10-06,6,5,45.0,8.21,8.21,85.26,observed_estimated_cost
637,2025-10-10,Pattaya_Central,Guava,8,126.8,2025-10-06,6,5.5,49.0,9.85,9.85,126.8,observed_estimated_cost
638,2025-10-10,Pattaya_Central,PassionFruit,6,153.06,2025-10-06,6,6,65.0,19.51,19.51,153.06,observed_estimated_cost
639,2025-10-10,Pattaya_Central,Pineapple,2,31.42,2025-10-06,6,5,49.0,9.71,9.71,31.42,observed_estimated_cost
640,2025-10-10,Pattaya_Central,Watermelon,8,113.68,2025-10-06,6,5,45.0,8.21,8.21,113.68,observed_estimated_cost
641,2025-10-11,BKK_Ladprao,Guava,2,31.7,2025-10-06,6,5.5,49.0,9.85,9.85,31.7,observed_estimated_cost
642,2025-10-11,BKK_Ladprao,PassionFruit,5,127.55,2025-10-06,6,6,65.0,19.51,19.51,127.55,observed_estimated_cost
643,2025-10-11,BKK_Ladprao,Pineapple,5,78.55,2025-10-06,6,5,49.0,9.71,9.71,78.55,observed_estimated_cost
644,2025-10-11,BKK_Ladprao,Watermelon,2,28.42,2025-10-06,6,5,45.0,8.21,8.21,28.42,observed_estimated_cost
645,2025-10-11,BKK_Sukhumvit,Guava,3,47.55,2025-10-06,6,5.5,49.0,9.85,9.85,47.55,observed_estimated_cost
646,2025-10-11,BKK_Sukhumvit,PassionFruit,5,127.55,2025-10-06,6,6,65.0,19.51,19.51,127.55,observed_estimated_cost
647,2025-10-11,BKK_Sukhumvit,Pineapple,2,31.42,2025-10-06,6,5,49.0,9.71,9.71,31.42,observed_estimated_cost
648,2025-10-11,BKK_Sukhumvit,Watermelon,4,56.84,2025-10-06,6,5,45.0,8.21,8.21,56.84,observed_estimated_cost
649,2025-10-11,Pattaya_Beach,Guava,3,47.55,2025-10-06,6,5.5,49.0,9.85,9.85,47.55,observed_estimated_cost
650,2025-10-11,Pattaya_Beach,PassionFruit,6,153.06,2025-10-06,6,6,65.0,19.51,19.51,153.06,observed_estimated_cost
651,2025-10-11,Pattaya_Beach,Pineapple,5,78.55,2025-10-06,6,5,49.0,9.71,9.71,78.55,observed_estimated_cost
652,2025-10-11,Pattaya_Beach,Watermelon,6,85.26,2025-10-06,6,5,45.0,8.21,8.21,85.26,observed_estimated_cost
653,2025-10-11,Pattaya_Central,Guava,4,63.4,2025-10-06,6,5.5,49.0,9.85,9.85,63.4,observed_estimated_cost
654,2025-10-11,Pattaya_Central,PassionFruit,7,178.57,2025-10-06,6,6,65.0,19.51,19.51,178.57,observed_estimated_cost
655,2025-10-11,Pattaya_Central,Pineapple,6,94.26,2025-10-06,6,5,49.0,9.71,9.71,94.26,observed_estimated_cost
656,2025-10-11,Pattaya_Central,Watermelon,2,28.42,2025-10-06,6,5,45.0,8.21,8.21,28.42,observed_estimated_cost
657,2025-10-12,BKK_Ladprao,Guava,3,47.55,2025-10-06,6,5.5,49.0,9.85,9.85,47.55,observed_estimated_cost
658,2025-10-12,BKK_Ladprao,PassionFruit,4,102.04,2025-10-06,6,6,65.0,19.51,19.51,102.04,observed_estimated_cost
659,2025-10-12,BKK_Ladprao,Pineapple,3,47.13,2025-10-06,6,5,49.0,9.71,9.71,47.13,observed_estimated_cost
660,2025-10-12,BKK_Ladprao,Watermelon,4,56.84,2025-10-06,6,5,45.0,8.21,8.21,56.84,observed_estimated_cost
661,2025-10-12,BKK_Sukhumvit,Guava,1,15.85,2025-10-06,6,5.5,49.0,9.85,9.85,15.85,observed_estimated_cost
662,2025-10-12,BKK_Sukhumvit,PassionFruit,3,76.53,2025-10-06,6,6,65.0,19.51,19.51,76.53,observed_estimated_cost
663,2025-10-12,BKK_Sukhumvit,Pineapple,0,0.0,2025-10-06,6,5,49.0,9.71,9.71,0.0,observed_estimated_cost
664,2025-10-12,BKK_Sukhumvit,Watermelon,4,56.84,2025-10-06,6,5,45.0,8.21,8.21,56.84,observed_estimated_cost
665,2025-10-12,Pattaya_Beach,Guava,4,63.4,2025-10-06,6,5.5,49.0,9.85,9.85,63.4,observed_estimated_cost
666,2025-10-12,Pattaya_Beach,PassionFruit,8,204.08,2025-10-06,6,6,65.0,19.51,19.51,204.08,observed_estimated_cost
667,2025-10-12,Pattaya_Beach,Pineapple,2,31.42,2025-10-06,6,5,49.0,9.71,9.71,31.42,observed_estimated_cost
668,2025-10-12,Pattaya_Beach,Watermelon,6,85.26,2025-10-06,6,5,45.0,8.21,8.21,85.26,observed_estimated_cost
669,2025-10-12,Pattaya_Central,Guava,5,79.25,2025-10-06,6,5.5,49.0,9.85,9.85,79.25,observed_estimated_cost
670,2025-10-12,Pattaya_Central,PassionFruit,6,153.06,2025-10-06,6,6,65.0,19.51,19.51,153.06,observed_estimated_cost
671,2025-10-12,Pattaya_Central,Pineapple,5,78.55,2025-10-06,6,5,49.0,9.71,9.71,78.55,observed_estimated_cost
672,2025-10-12,Pattaya_Central,Watermelon,7,99.47,2025-10-06,6,5,45.0,8.21,8.21,99.47,observed_estimated_cost
673,2025-10-13,BKK_Ladprao,Guava,4,59.76,2025-10-13,6,5.5,49.0,8.94,8.94,59.76,observed_estimated_cost
674,2025-10-13,BKK_Ladprao,PassionFruit,7,162.54,2025-10-13,6,6,65.0,17.22,17.22,162.54,observed_estimated_cost
675,2025-10-13,BKK_Ladprao,Pineapple,5,76.95,2025-10-13,6,5,49.0,9.39,9.39,76.95,observed_estimated_cost
676,2025-10-13,BKK_Ladprao,Watermelon,4,56.88,2025-10-13,6,5,45.0,8.22,8.22,56.88,observed_estimated_cost
677,2025-10-13,BKK_Sukhumvit,Guava,1,14.94,2025-10-13,6,5.5,49.0,8.94,8.94,14.94,observed_estimated_cost
678,2025-10-13,BKK_Sukhumvit,PassionFruit,3,69.66,2025-10-13,6,6,65.0,17.22,17.22,69.66,observed_estimated_cost
679,2025-10-13,BKK_Sukhumvit,Pineapple,3,46.17,2025-10-13,6,5,49.0,9.39,9.39,46.17,observed_estimated_cost
680,2025-10-13,BKK_Sukhumvit,Watermelon,5,71.1,2025-10-13,6,5,45.0,8.22,8.22,71.1,observed_estimated_cost
681,2025-10-13,Pattaya_Beach,Guava,4,59.76,2025-10-13,6,5.5,49.0,8.94,8.94,59.76,observed_estimated_cost
682,2025-10-13,Pattaya_Beach,Pineapple,4,61.56,2025-10-13,6,5,49.0,9.39,9.39,61.56,observed_estimated_cost
683,2025-10-13,Pattaya_Beach,Watermelon,4,56.88,2025-10-13,6,5,45.0,8.22,8.22,56.88,observed_estimated_cost
684,2025-10-13,Pattaya_Central,Guava,5,74.7,2025-10-13,6,5.5,49.0,8.94,8.94,74.7,observed_estimated_cost
685,2025-10-13,Pattaya_Central,PassionFruit,5,116.1,2025-10-13,6,6,65.0,17.22,17.22,116.1,observed_estimated_cost
686,2025-10-13,Pattaya_Central,Pineapple,7,107.73,2025-10-13,6,5,49.0,9.39,9.39,107.73,observed_estimated_cost
687,2025-10-13,Pattaya_Central,Watermelon,4,56.88,2025-10-13,6,5,45.0,8.22,8.22,56.88,observed_estimated_cost
688,2025-10-14,BKK_Ladprao,Guava,4,59.76,2025-10-13,6,5.5,49.0,8.94,8.94,59.76,observed_estimated_cost
689,2025-10-14,BKK_Ladprao,PassionFruit,2,46.44,2025-10-13,6,6,65.0,17.22,17.22,46.44,observed_estimated_cost
690,2025-10-14,BKK_Ladprao,Pineapple,4,61.56,2025-10-13,6,5,49.0,9.39,9.39,61.56,observed_estimated_cost
691,2025-10-14,BKK_Ladprao,Watermelon,4,56.88,2025-10-13,6,5,45.0,8.22,8.22,56.88,observed_estimated_cost
692,2025-10-14,BKK_Sukhumvit,Guava,2,29.88,2025-10-13,6,5.5,49.0,8.94,8.94,29.88,observed_estimated_cost
693,2025-10-14,BKK_Sukhumvit,PassionFruit,3,69.66,2025-10-13,6,6,65.0,17.22,17.22,69.66,observed_estimated_cost
694,2025-10-14,BKK_Sukhumvit,Pineapple,2,30.78,2025-10-13,6,5,49.0,9.39,9.39,30.78,observed_estimated_cost
695,2025-10-14,BKK_Sukhumvit,Watermelon,5,71.1,2025-10-13,6,5,45.0,8.22,8.22,71.1,observed_estimated_cost
696,2025-10-14,Pattaya_Beach,Guava,2,29.88,2025-10-13,6,5.5,49.0,8.94,8.94,29.88,observed_estimated_cost
697,2025-10-14,Pattaya_Beach,PassionFruit,4,92.88,2025-10-13,6,6,65.0,17.22,17.22,92.88,observed_estimated_cost
698,2025-10-14,Pattaya_Beach,Pineapple,6,92.34,2025-10-13,6,5,49.0,9.39,9.39,92.34,observed_estimated_cost
699,2025-10-14,Pattaya_Beach,Watermelon,4,56.88,2025-10-13,6,5,45.0,8.22,8.22,56.88,observed_estimated_cost
700,2025-10-14,Pattaya_Central,Guava,4,59.76,2025-10-13,6,5.5,49.0,8.94,8.94,59.76,observed_estimated_cost
701,2025-10-14,Pattaya_Central,PassionFruit,5,116.1,2025-10-13,6,6,65.0,17.22,17.22,116.1,observed_estimated_cost
702,2025-10-14,Pattaya_Central,Pineapple,6,92.34,2025-10-13,6,5,49.0,9.39,9.39,92.34,observed_estimated_cost
703,2025-10-14,Pattaya_Central,Watermelon,7,99.54,2025-10-13,6,5,45.0,8.22,8.22,99.54,observed_estimated_cost
704,2025-10-15,BKK_Ladprao,Guava,2,29.88,2025-10-13,6,5.5,49.0,8.94,8.94,29.88,observed_estimated_cost
705,2025-10-15,BKK_Ladprao,PassionFruit,4,92.88,2025-10-13,6,6,65.0,17.22,17.22,92.88,observed_estimated_cost
706,2025-10-15,BKK_Ladprao,Pineapple,4,61.56,2025-10-13,6,5,49.0,9.39,9.39,61.56,observed_estimated_cost
707,2025-10-15,BKK_Ladprao,Watermelon,7,99.54,2025-10-13,6,5,45.0,8.22,8.22,99.54,observed_estimated_cost
708,2025-10-15,BKK_Sukhumvit,Guava,6,89.64,2025-10-13,6,5.5,49.0,8.94,8.94,89.64,observed_estimated_cost
709,2025-10-15,BKK_Sukhumvit,PassionFruit,2,46.44,2025-10-13,6,6,65.0,17.22,17.22,46.44,observed_estimated_cost
710,2025-10-15,BKK_Sukhumvit,Pineapple,4,61.56,2025-10-13,6,5,49.0,9.39,9.39,61.56,observed_estimated_cost
711,2025-10-15,BKK_Sukhumvit,Watermelon,5,71.1,2025-10-13,6,5,45.0,8.22,8.22,71.1,observed_estimated_cost
712,2025-10-15,Pattaya_Beach,Guava,2,29.88,2025-10-13,6,5.5,49.0,8.94,8.94,29.88,observed_estimated_cost
713,2025-10-15,Pattaya_Beach,PassionFruit,3,69.66,2025-10-13,6,6,65.0,17.22,17.22,69.66,observed_estimated_cost
714,2025-10-15,Pattaya_Beach,Pineapple,4,61.56,2025-10-13,6,5,49.0,9.39,9.39,61.56,observed_estimated_cost
715,2025-10-15,Pattaya_Beach,Watermelon,5,71.1,2025-10-13,6,5,45.0,8.22,8.22,71.1,observed_estimated_cost
716,2025-10-15,Pattaya_Central,Guava,9,134.46,2025-10-13,6,5.5,49.0,8.94,8.94,134.46,observed_estimated_cost
717,2025-10-15,Pattaya_Central,PassionFruit,8,185.76,2025-10-13,6,6,65.0,17.22,17.22,185.76,observed_estimated_cost
718,2025-10-15,Pattaya_Central,Pineapple,7,107.73,2025-10-13,6,5,49.0,9.39,9.39,107.73,observed_estimated_cost
719,2025-10-15,Pattaya_Central,Watermelon,5,71.1,2025-10-13,6,5,45.0,8.22,8.22,71.1,observed_estimated_cost
720,2025-10-16,BKK_Ladprao,Guava,3,44.82,2025-10-13,6,5.5,49.0,8.94,8.94,44.82,observed_estimated_cost
721,2025-10-16,BKK_Ladprao,PassionFruit,6,139.32,2025-10-13,6,6,65.0,17.22,17.22,139.32,observed_estimated_cost
722,2025-10-16,BKK_Ladprao,Pineapple,3,46.17,2025-10-13,6,5,49.0,9.39,9.39,46.17,observed_estimated_cost
723,2025-10-16,BKK_Ladprao,Watermelon,4,56.88,2025-10-13,6,5,45.0,8.22,8.22,56.88,observed_estimated_cost
724,2025-10-16,BKK_Sukhumvit,Guava,3,44.82,2025-10-13,6,5.5,49.0,8.94,8.94,44.82,observed_estimated_cost
725,2025-10-16,BKK_Sukhumvit,PassionFruit,2,46.44,2025-10-13,6,6,65.0,17.22,17.22,46.44,observed_estimated_cost
726,2025-10-16,BKK_Sukhumvit,Pineapple,3,46.17,2025-10-13,6,5,49.0,9.39,9.39,46.17,observed_estimated_cost
727,2025-10-16,BKK_Sukhumvit,Watermelon,3,42.66,2025-10-13,6,5,45.0,8.22,8.22,42.66,observed_estimated_cost
728,2025-10-16,Pattaya_Beach,Guava,4,59.76,2025-10-13,6,5.5,49.0,8.94,8.94,59.76,observed_estimated_cost
729,2025-10-16,Pattaya_Beach,PassionFruit,5,116.1,2025-10-13,6,6,65.0,17.22,17.22,116.1,observed_estimated_cost
730,2025-10-16,Pattaya_Beach,Pineapple,4,61.56,2025-10-13,6,5,49.0,9.39,9.39,61.56,observed_estimated_cost
731,2025-10-16,Pattaya_Beach,Watermelon,5,71.1,2025-10-13,6,5,45.0,8.22,8.22,71.1,observed_estimated_cost
732,2025-10-16,Pattaya_Central,Guava,4,59.76,2025-10-13,6,5.5,49.0,8.94,8.94,59.76,observed_estimated_cost
733,2025-10-16,Pattaya_Central,PassionFruit,3,69.66,2025-10-13,6,6,65.0,17.22,17.22,69.66,observed_estimated_cost
734,2025-10-16,Pattaya_Central,Pineapple,4,61.56,2025-10-13,6,5,49.0,9.39,9.39,61.56,observed_estimated_cost
735,2025-10-16,Pattaya_Central,Watermelon,6,85.32,2025-10-13,6,5,45.0,8.22,8.22,85.32,observed_estimated_cost
736,2025-10-17,BKK_Ladprao,Guava,3,44.82,2025-10-13,6,5.5,49.0,8.94,8.94,44.82,observed_estimated_cost
737,2025-10-17,BKK_Ladprao,PassionFruit,2,46.44,2025-10-13,6,6,65.0,17.22,17.22,46.44,observed_estimated_cost
738,2025-10-17,BKK_Ladprao,Pineapple,3,46.17,2025-10-13,6,5,49.0,9.39,9.39,46.17,observed_estimated_cost
739,2025-10-17,BKK_Ladprao,Watermelon,3,42.66,2025-10-13,6,5,45.0,8.22,8.22,42.66,observed_estimated_cost
740,2025-10-17,BKK_Sukhumvit,Guava,4,59.76,2025-10-13,6,5.5,49.0,8.94,8.94,59.76,observed_estimated_cost
741,2025-10-17,BKK_Sukhumvit,PassionFruit,0,0.0,2025-10-13,6,6,65.0,17.22,17.22,0.0,observed_estimated_cost
742,2025-10-17,BKK_Sukhumvit,Pineapple,4,61.56,2025-10-13,6,5,49.0,9.39,9.39,61.56,observed_estimated_cost
743,2025-10-17,BKK_Sukhumvit,Watermelon,6,85.32,2025-10-13,6,5,45.0,8.22,8.22,85.32,observed_estimated_cost
744,2025-10-17,Pattaya_Beach,Guava,3,44.82,2025-10-13,6,5.5,49.0,8.94,8.94,44.82,observed_estimated_cost
745,2025-10-17,Pattaya_Beach,PassionFruit,6,139.32,2025-10-13,6,6,65.0,17.22,17.22,139.32,observed_estimated_cost
746,2025-10-17,Pattaya_Beach,Pineapple,1,15.39,2025-10-13,6,5,49.0,9.39,9.39,15.39,observed_estimated_cost
747,2025-10-17,Pattaya_Beach,Watermelon,2,28.44,2025-10-13,6,5,45.0,8.22,8.22,28.44,observed_estimated_cost
748,2025-10-17,Pattaya_Central,Guava,2,29.88,2025-10-13,6,5.5,49.0,8.94,8.94,29.88,observed_estimated_cost
749,2025-10-17,Pattaya_Central,PassionFruit,7,162.54,2025-10-13,6,6,65.0,17.22,17.22,162.54,observed_estimated_cost
750,2025-10-17,Pattaya_Central,Pineapple,7,107.73,2025-10-13,6,5,49.0,9.39,9.39,107.73,observed_estimated_cost
751,2025-10-17,Pattaya_Central,Watermelon,6,85.32,2025-10-13,6,5,45.0,8.22,8.22,85.32,observed_estimated_cost
752,2025-10-18,BKK_Ladprao,Guava,3,44.82,2025-10-13,6,5.5,49.0,8.94,8.94,44.82,observed_estimated_cost
753,2025-10-18,BKK_Ladprao,PassionFruit,3,69.66,2025-10-13,6,6,65.0,17.22,17.22,69.66,observed_estimated_cost
754,2025-10-18,BKK_Ladprao,Pineapple,3,46.17,2025-10-13,6,5,49.0,9.39,9.39,46.17,observed_estimated_cost
755,2025-10-18,BKK_Ladprao,Watermelon,3,42.66,2025-10-13,6,5,45.0,8.22,8.22,42.66,observed_estimated_cost
756,2025-10-18,BKK_Sukhumvit,Guava,4,59.76,2025-10-13,6,5.5,49.0,8.94,8.94,59.76,observed_estimated_cost
757,2025-10-18,BKK_Sukhumvit,PassionFruit,1,23.22,2025-10-13,6,6,65.0,17.22,17.22,23.22,observed_estimated_cost
758,2025-10-18,BKK_Sukhumvit,Pineapple,3,46.17,2025-10-13,6,5,49.0,9.39,9.39,46.17,observed_estimated_cost
759,2025-10-18,BKK_Sukhumvit,Watermelon,5,71.1,2025-10-13,6,5,45.0,8.22,8.22,71.1,observed_estimated_cost
760,2025-10-18,Pattaya_Beach,Guava,3,44.82,2025-10-13,6,5.5,49.0,8.94,8.94,44.82,observed_estimated_cost
761,2025-10-18,Pattaya_Beach,PassionFruit,6,139.32,2025-10-13,6,6,65.0,17.22,17.22,139.32,observed_estimated_cost
