date,kitchen,sku,units_sold,gross_revenue_thb,commission_thb,sold_fruit_cost_thb,sold_packaging_cost_thb,sold_labor_cost_thb,product_margin_thb,contribution_before_waste_thb,realized_price_thb,week_start,month,units_wasted,est_waste_cost_thb,waste_cost_status,waste_cost_thb,contribution_after_waste_thb
2025-10-04,Pattaya_Central,PassionFruit,65,4225.0,1267.5,1222.6499999999999,390,390,2222.3500000000004,954.8499999999999,65.0,2025-09-29,2025-10-01,3.0,74.43,observed_estimated_cost,74.43,880.4199999999998
2025-10-04,Pattaya_Central,Pineapple,151,7399.0,2219.7,1378.63,906,755,4359.369999999999,2139.67,49.0,2025-09-29,2025-10-01,11.0,166.43,observed_estimated_cost,166.43,1973.24
2025-10-04,Pattaya_Central,Watermelon,213,9585.0,2300.4,1712.5199999999998,1278,1065,5529.480000000001,3229.08,45.0,2025-09-29,2025-10-01,6.0,84.24,observed_estimated_cost,84.24,3144.84
2025-10-05,BKK_Ladprao,Guava,36,1764.0,529.2,345.24,216,198.0,1004.7599999999996,475.55999999999995,49.0,2025-09-29,2025-10-01,2.0,31.18,observed_estimated_cost,31.18,444.37999999999994
2025-10-05,BKK_Ladprao,PassionFruit,21,1365.0,409.5,395.01,126,126,717.99,308.48999999999995,65.0,2025-09-29,2025-10-01,3.0,74.43,observed_estimated_cost,74.43,234.05999999999995
2025-10-05,BKK_Ladprao,Pineapple,63,3087.0,740.88,575.19,378,315,1818.8099999999997,1077.9299999999998,49.0,2025-09-29,2025-10-01,5.0,75.65,observed_estimated_cost,75.65,1002.2799999999999
2025-10-05,BKK_Ladprao,Watermelon,100,4500.0,1080.0,803.9999999999999,600,500,2596.0000000000005,1516.0,45.0,2025-09-29,2025-10-01,7.0,98.28,observed_estimated_cost,98.28,1417.72
2025-10-05,BKK_Sukhumvit,Guava,46,2254.0,540.9599999999999,441.14,276,253.0,1283.86,742.9,49.0,2025-09-29,2025-10-01,2.0,31.18,observed_estimated_cost,31.18,711.72
2025-10-05,BKK_Sukhumvit,PassionFruit,46,2990.0,717.6,865.26,276,276,1572.7399999999998,855.1399999999998,65.0,2025-09-29,2025-10-01,3.0,74.43,observed_estimated_cost,74.43,780.7099999999998
2025-10-05,BKK_Sukhumvit,Pineapple,88,4312.0,1034.8799999999999,803.44,528,440,2540.5599999999995,1505.6799999999998,49.0,2025-09-29,2025-10-01,5.0,75.65,observed_estimated_cost,75.65,1430.0299999999997
2025-10-05,BKK_Sukhumvit,Watermelon,115,5175.0,1552.5,924.5999999999999,690,575,2985.4000000000005,1432.8999999999999,45.0,2025-09-29,2025-10-01,4.0,56.16,observed_estimated_cost,56.16,1376.7399999999998
2025-10-05,Pattaya_Beach,Guava,72,3528.0,1058.4,690.48,432,396.0,2009.52,951.1200000000003,49.0,2025-09-29,2025-10-01,1.0,15.59,observed_estimated_cost,15.59,935.5300000000003
2025-10-05,Pattaya_Beach,PassionFruit,49,3185.0,764.4,921.6899999999999,294,294,1675.31,910.9099999999999,65.0,2025-09-29,2025-10-01,4.0,99.24,observed_estimated_cost,99.24,811.6699999999998
2025-10-05,Pattaya_Beach,Pineapple,116,5684.0,1364.16,1059.0800000000002,696,580,3348.9199999999987,1984.7599999999998,49.0,2025-09-29,2025-10-01,7.0,105.91,observed_estimated_cost,105.91,1878.8499999999997
2025-10-05,Pattaya_Beach,Watermelon,148,6660.0,1998.0,1189.9199999999998,888,740,3842.08,1844.0800000000004,45.0,2025-09-29,2025-10-01,6.0,84.24,observed_estimated_cost,84.24,1759.8400000000004
2025-10-05,Pattaya_Central,Guava,90,4410.0,1323.0,863.0999999999999,540,495.0,2511.8999999999996,1188.9,49.0,2025-09-29,2025-10-01,3.0,46.77,observed_estimated_cost,46.77,1142.13
2025-10-05,Pattaya_Central,PassionFruit,63,4095.0,1228.5,1185.03,378,378,2153.97,925.47,65.0,2025-09-29,2025-10-01,7.0,173.67,observed_estimated_cost,173.67,751.8000000000001
2025-10-05,Pattaya_Central,Pineapple,128,6272.0,1505.28,1168.64,768,640,3695.359999999999,2190.08,49.0,2025-09-29,2025-10-01,7.0,105.91,observed_estimated_cost,105.91,2084.17
2025-10-05,Pattaya_Central,Watermelon,173,7785.0,1868.3999999999999,1390.9199999999998,1038,865,4491.08,2622.6800000000003,45.0,2025-09-29,2025-10-01,6.0,84.24,observed_estimated_cost,84.24,2538.4400000000005
2025-10-06,BKK_Ladprao,Guava,31,1519.0,364.56,305.34999999999997,186,170.5,857.15,492.5899999999999,49.0,2025-10-06,2025-10-01,3.0,47.55,observed_estimated_cost,47.55,445.0399999999999
2025-10-06,BKK_Ladprao,PassionFruit,29,1885.0,565.5,565.7900000000001,174,174,971.21,405.7099999999999,65.0,2025-10-06,2025-10-01,5.0,127.55,observed_estimated_cost,127.55,278.1599999999999
2025-10-06,BKK_Ladprao,Pineapple,45,2205.0,661.5,436.95000000000005,270,225,1273.05,611.55,49.0,2025-10-06,2025-10-01,3.0,47.13,observed_estimated_cost,47.13,564.42
2025-10-06,BKK_Ladprao,Watermelon,63,2835.0,680.4,517.23,378,315,1624.77,944.3700000000001,45.0,2025-10-06,2025-10-01,4.0,56.84,observed_estimated_cost,56.84,887.5300000000001
2025-10-06,BKK_Sukhumvit,Guava,64,3136.0,752.64,630.4,384,352.0,1769.6,1016.9599999999997,49.0,2025-10-06,2025-10-01,2.0,31.7,observed_estimated_cost,31.7,985.2599999999996
2025-10-06,BKK_Sukhumvit,PassionFruit,40,2600.0,780.0,780.4000000000001,240,240,1339.6000000000001,559.5999999999999,65.0,2025-10-06,2025-10-01,2.0,51.02,observed_estimated_cost,51.02,508.5799999999999
2025-10-06,BKK_Sukhumvit,Pineapple,74,3626.0,870.24,718.5400000000001,444,370,2093.46,1223.2199999999998,49.0,2025-10-06,2025-10-01,4.0,62.84,observed_estimated_cost,62.84,1160.3799999999999
2025-10-06,BKK_Sukhumvit,Watermelon,129,5805.0,1393.2,1059.0900000000001,774,645,3326.9099999999994,1933.71,45.0,2025-10-06,2025-10-01,4.0,56.84,observed_estimated_cost,56.84,1876.8700000000001
2025-10-06,Pattaya_Beach,Guava,62,3038.0,729.12,610.6999999999999,372,341.0,1714.3000000000004,985.18,49.0,2025-10-06,2025-10-01,4.0,63.4,observed_estimated_cost,63.4,921.78
2025-10-06,Pattaya_Beach,PassionFruit,58,3770.0,1131.0,1131.5800000000002,348,348,1942.4200000000003,811.42,65.0,2025-10-06,2025-10-01,5.0,127.55,observed_estimated_cost,127.55,683.87
2025-10-06,Pattaya_Beach,Pineapple,85,4165.0,1249.5,825.35,510,425,2404.6499999999996,1155.1499999999999,49.0,2025-10-06,2025-10-01,3.0,47.13,observed_estimated_cost,47.13,1108.0199999999998
2025-10-06,Pattaya_Beach,Watermelon,131,5895.0,1414.8,1075.5100000000002,786,655,3378.4900000000002,1963.69,45.0,2025-10-06,2025-10-01,3.0,42.63,observed_estimated_cost,42.63,1921.06
2025-10-06,Pattaya_Central,Guava,55,2695.0,646.8,541.75,330,302.5,1520.7500000000005,873.9499999999998,49.0,2025-10-06,2025-10-01,3.0,47.55,observed_estimated_cost,47.55,826.3999999999999
2025-10-06,Pattaya_Central,PassionFruit,46,2990.0,717.6,897.46,276,276,1540.5400000000002,822.9399999999996,65.0,2025-10-06,2025-10-01,4.0,102.04,observed_estimated_cost,102.04,720.8999999999996
2025-10-06,Pattaya_Central,Pineapple,109,5341.0,1281.84,1058.39,654,545,3083.609999999999,1801.7699999999998,49.0,2025-10-06,2025-10-01,6.0,94.26,observed_estimated_cost,94.26,1707.5099999999998
2025-10-06,Pattaya_Central,Watermelon,163,7335.0,2200.5,1338.2300000000002,978,815,4203.7699999999995,2003.27,45.0,2025-10-06,2025-10-01,3.0,42.63,observed_estimated_cost,42.63,1960.6399999999999
2025-10-07,BKK_Ladprao,Guava,36,1764.0,529.2,354.59999999999997,216,198.0,995.4,466.2,49.0,2025-10-06,2025-10-01,5.0,79.25,observed_estimated_cost,79.25,386.95
2025-10-07,BKK_Ladprao,PassionFruit,26,1690.0,405.59999999999997,507.26000000000005,156,156,870.74,465.13999999999976,65.0,2025-10-06,2025-10-01,2.0,51.02,observed_estimated_cost,51.02,414.1199999999998
2025-10-07,BKK_Ladprao,Pineapple,54,2646.0,635.04,524.34,324,270,1527.6599999999999,892.6199999999999,49.0,2025-10-06,2025-10-01,3.0,47.13,observed_estimated_cost,47.13,845.4899999999999
2025-10-07,BKK_Ladprao,Watermelon,79,3555.0,1066.5,648.59,474,395,2037.4099999999999,970.9099999999997,45.0,2025-10-06,2025-10-01,4.0,56.84,observed_estimated_cost,56.84,914.0699999999997
2025-10-07,BKK_Sukhumvit,Guava,57,2793.0,837.9,561.4499999999999,342,313.5,1576.0500000000002,738.1500000000001,49.0,2025-10-06,2025-10-01,2.0,31.7,observed_estimated_cost,31.7,706.45
2025-10-07,BKK_Sukhumvit,PassionFruit,41,2665.0,639.6,799.9100000000001,246,246,1373.0900000000001,733.4899999999999,65.0,2025-10-06,2025-10-01,3.0,76.53,observed_estimated_cost,76.53,656.9599999999999
2025-10-07,BKK_Sukhumvit,Pineapple,74,3626.0,870.24,718.5400000000001,444,370,2093.46,1223.2199999999998,49.0,2025-10-06,2025-10-01,1.0,15.71,observed_estimated_cost,15.71,1207.5099999999998
2025-10-07,BKK_Sukhumvit,Watermelon,152,6840.0,2052.0,1247.92,912,760,3920.0800000000004,1868.08,45.0,2025-10-06,2025-10-01,5.0,71.05,observed_estimated_cost,71.05,1797.03
2025-10-07,Pattaya_Beach,Guava,67,3283.0,787.92,659.9499999999999,402,368.5,1852.5500000000002,1064.6300000000003,49.0,2025-10-06,2025-10-01,5.0,79.25,observed_estimated_cost,79.25,985.3800000000003
2025-10-07,Pattaya_Beach,PassionFruit,45,2925.0,702.0,877.95,270,270,1507.05,805.0499999999996,65.0,2025-10-06,2025-10-01,5.0,127.55,observed_estimated_cost,127.55,677.4999999999997
2025-10-07,Pattaya_Beach,Pineapple,85,4165.0,999.5999999999999,825.35,510,425,2404.6499999999996,1405.0499999999997,49.0,2025-10-06,2025-10-01,2.0,31.42,observed_estimated_cost,31.42,1373.6299999999997
2025-10-07,Pattaya_Beach,Watermelon,140,6300.0,1890.0,1149.4,840,700,3610.5999999999995,1720.6,45.0,2025-10-06,2025-10-01,5.0,71.05,observed_estimated_cost,71.05,1649.55
2025-10-07,Pattaya_Central,Guava,56,2744.0,823.2,551.6,336,308.0,1548.3999999999999,725.1999999999999,49.0,2025-10-06,2025-10-01,4.0,63.4,observed_estimated_cost,63.4,661.8
2025-10-07,Pattaya_Central,PassionFruit,53,3445.0,826.8,1034.03,318,318,1774.9700000000003,948.1699999999996,65.0,2025-10-06,2025-10-01,6.0,153.06,observed_estimated_cost,153.06,795.1099999999997
2025-10-07,Pattaya_Central,Pineapple,89,4361.0,1046.6399999999999,864.19,534,445,2517.81,1471.1699999999996,49.0,2025-10-06,2025-10-01,4.0,62.84,observed_estimated_cost,62.84,1408.3299999999997
2025-10-07,Pattaya_Central,Watermelon,153,6885.0,2065.5,1256.13,918,765,3945.869999999999,1880.37,45.0,2025-10-06,2025-10-01,5.0,71.05,observed_estimated_cost,71.05,1809.32
2025-10-08,BKK_Ladprao,Guava,43,2107.0,505.68,423.54999999999995,258,236.5,1188.95,683.2699999999999,49.0,2025-10-06,2025-10-01,2.0,31.7,observed_estimated_cost,31.7,651.5699999999998
2025-10-08,BKK_Ladprao,PassionFruit,19,1235.0,370.5,370.69,114,114,636.3100000000001,265.81,65.0,2025-10-06,2025-10-01,4.0,102.04,observed_estimated_cost,102.04,163.76999999999998
2025-10-08,BKK_Ladprao,Pineapple,74,3626.0,870.24,718.5400000000001,444,370,2093.46,1223.2199999999998,49.0,2025-10-06,2025-10-01,5.0,78.55,observed_estimated_cost,78.55,1144.6699999999998
2025-10-08,BKK_Ladprao,Watermelon,83,3735.0,1120.5,681.4300000000001,498,415,2140.57,1020.0699999999998,45.0,2025-10-06,2025-10-01,5.0,71.05,observed_estimated_cost,71.05,949.0199999999999
2025-10-08,BKK_Sukhumvit,Guava,59,2891.0,693.84,581.15,354,324.5,1631.3499999999997,937.5099999999999,49.0,2025-10-06,2025-10-01,1.0,15.85,observed_estimated_cost,15.85,921.6599999999999
2025-10-08,BKK_Sukhumvit,PassionFruit,37,2405.0,577.1999999999999,721.87,222,222,1239.13,661.9299999999997,65.0,2025-10-06,2025-10-01,4.0,102.04,observed_estimated_cost,102.04,559.8899999999998
2025-10-08,BKK_Sukhumvit,Pineapple,81,3969.0,952.56,786.51,486,405,2291.4900000000002,1338.93,49.0,2025-10-06,2025-10-01,5.0,78.55,observed_estimated_cost,78.55,1260.38
2025-10-08,BKK_Sukhumvit,Watermelon,131,5895.0,1414.8,1075.5100000000002,786,655,3378.49,1963.69,45.0,2025-10-06,2025-10-01,5.0,71.05,observed_estimated_cost,71.05,1892.64
2025-10-08,Pattaya_Beach,Guava,58,2842.0,852.5999999999999,571.3,348,319.0,1603.6999999999998,751.0999999999999,49.0,2025-10-06,2025-10-01,2.0,31.7,observed_estimated_cost,31.7,719.3999999999999
2025-10-08,Pattaya_Beach,PassionFruit,42,2730.0,655.2,819.4200000000001,252,252,1406.5800000000002,751.3799999999998,65.0,2025-10-06,2025-10-01,2.0,51.02,observed_estimated_cost,51.02,700.3599999999998
2025-10-08,Pattaya_Beach,Pineapple,86,4214.0,1011.36,835.0600000000001,516,430,2432.939999999999,1421.58,49.0,2025-10-06,2025-10-01,2.0,31.42,observed_estimated_cost,31.42,1390.1599999999999
2025-10-08,Pattaya_Beach,Watermelon,159,7155.0,2146.5,1305.39,954,795,4100.610000000001,1954.11,45.0,2025-10-06,2025-10-01,3.0,42.63,observed_estimated_cost,42.63,1911.4799999999998
2025-10-08,Pattaya_Central,Guava,72,3528.0,1058.4,709.1999999999999,432,396.0,1990.8000000000002,932.4000000000001,49.0,2025-10-06,2025-10-01,2.0,31.7,observed_estimated_cost,31.7,900.7
2025-10-08,Pattaya_Central,PassionFruit,49,3185.0,764.4,955.9900000000001,294,294,1641.0100000000002,876.6099999999996,65.0,2025-10-06,2025-10-01,7.0,178.57,observed_estimated_cost,178.57,698.0399999999995
2025-10-08,Pattaya_Central,Pineapple,106,5194.0,1558.2,1029.26,636,530,2998.7399999999993,1440.5400000000002,49.0,2025-10-06,2025-10-01,4.0,62.84,observed_estimated_cost,62.84,1377.7000000000003
2025-10-08,Pattaya_Central,Watermelon,156,7020.0,1684.8,1280.7600000000002,936,780,4023.2399999999993,2338.44,45.0,2025-10-06,2025-10-01,6.0,85.26,observed_estimated_cost,85.26,2253.18
2025-10-09,BKK_Ladprao,Guava,36,1764.0,423.36,354.59999999999997,216,198.0,995.3999999999999,572.04,49.0,2025-10-06,2025-10-01,4.0,63.4,observed_estimated_cost,63.4,508.64
2025-10-09,BKK_Ladprao,PassionFruit,32,2080.0,624.0,624.32,192,192,1071.68,447.68000000000006,65.0,2025-10-06,2025-10-01,7.0,178.57,observed_estimated_cost,178.57,269.11000000000007
2025-10-09,BKK_Ladprao,Pineapple,63,3087.0,926.1,611.73,378,315,1782.2700000000002,856.17,49.0,2025-10-06,2025-10-01,3.0,47.13,observed_estimated_cost,47.13,809.04
2025-10-09,BKK_Ladprao,Watermelon,70,3150.0,756.0,574.7,420,350,1805.3000000000004,1049.3000000000002,45.0,2025-10-06,2025-10-01,3.0,42.63,observed_estimated_cost,42.63,1006.6700000000002
2025-10-09,BKK_Sukhumvit,Guava,59,2891.0,693.84,581.15,354,324.5,1631.3500000000001,937.5099999999998,49.0,2025-10-06,2025-10-01,3.0,47.55,observed_estimated_cost,47.55,889.9599999999998
2025-10-09,BKK_Sukhumvit,PassionFruit,43,2795.0,838.5,838.9300000000001,258,258,1440.0700000000002,601.5699999999999,65.0,2025-10-06,2025-10-01,6.0,153.06,observed_estimated_cost,153.06,448.50999999999993
2025-10-09,BKK_Sukhumvit,Pineapple,90,4410.0,1323.0,873.9000000000001,540,450,2546.0999999999995,1223.1,49.0,2025-10-06,2025-10-01,6.0,94.26,observed_estimated_cost,94.26,1128.84
2025-10-09,BKK_Sukhumvit,Watermelon,120,5400.0,1620.0,985.2,720,600,3094.8,1474.7999999999997,45.0,2025-10-06,2025-10-01,3.0,42.63,observed_estimated_cost,42.63,1432.1699999999996
2025-10-09,Pattaya_Beach,Guava,50,2450.0,588.0,492.5,300,275.0,1382.4999999999998,794.4999999999998,49.0,2025-10-06,2025-10-01,2.0,31.7,observed_estimated_cost,31.7,762.7999999999997
2025-10-09,Pattaya_Beach,PassionFruit,46,2990.0,717.6,897.46,276,276,1540.5400000000002,822.9399999999996,65.0,2025-10-06,2025-10-01,4.0,102.04,observed_estimated_cost,102.04,720.8999999999996
2025-10-09,Pattaya_Beach,Pineapple,94,4606.0,1381.8,912.74,564,470,2659.2599999999998,1277.4599999999998,49.0,2025-10-06,2025-10-01,3.0,47.13,observed_estimated_cost,47.13,1230.3299999999997
2025-10-09,Pattaya_Beach,Watermelon,138,6210.0,1490.3999999999999,1132.98,828,690,3559.0199999999995,2068.6200000000003,45.0,2025-10-06,2025-10-01,5.0,71.05,observed_estimated_cost,71.05,1997.5700000000004
2025-10-09,Pattaya_Central,Guava,68,3332.0,799.68,669.8,408,374.0,1880.1999999999998,1080.5199999999998,49.0,2025-10-06,2025-10-01,3.0,47.55,observed_estimated_cost,47.55,1032.9699999999998
2025-10-09,Pattaya_Central,PassionFruit,43,2795.0,670.8,838.9300000000001,258,258,1440.0700000000002,769.2699999999996,65.0,2025-10-06,2025-10-01,2.0,51.02,observed_estimated_cost,51.02,718.2499999999997
2025-10-09,Pattaya_Central,Pineapple,121,5929.0,1422.96,1174.91,726,605,3423.0899999999997,2000.13,49.0,2025-10-06,2025-10-01,5.0,78.55,observed_estimated_cost,78.55,1921.5800000000002
2025-10-09,Pattaya_Central,Watermelon,161,7245.0,2173.5,1321.8100000000002,966,805,4152.19,1978.6899999999998,45.0,2025-10-06,2025-10-01,7.0,99.47,observed_estimated_cost,99.47,1879.2199999999998
2025-10-10,BKK_Ladprao,Guava,57,2234.4,536.256,561.4499999999999,342,313.5,1017.4500000000002,481.1940000000001,39.2,2025-10-06,2025-10-01,7.0,110.95,observed_estimated_cost,110.95,370.2440000000001
2025-10-10,BKK_Ladprao,PassionFruit,37,1924.0,577.2,721.87,222,222,758.13,180.92999999999995,52.0,2025-10-06,2025-10-01,4.0,102.04,observed_estimated_cost,102.04,78.88999999999994
2025-10-10,BKK_Ladprao,Pineapple,115,4508.0,1081.9199999999998,1116.65,690,575,2126.3500000000004,1044.4299999999998,39.2,2025-10-06,2025-10-01,4.0,62.84,observed_estimated_cost,62.84,981.5899999999998
2025-10-10,BKK_Ladprao,Watermelon,137,4932.0,1183.6799999999998,1124.7700000000002,822,685,2300.2299999999996,1116.55,36.0,2025-10-06,2025-10-01,7.0,99.47,observed_estimated_cost,99.47,1017.0799999999999
2025-10-10,BKK_Sukhumvit,Guava,87,3410.4,1023.1199999999999,856.9499999999999,522,478.5,1552.9500000000003,529.8300000000002,39.2,2025-10-06,2025-10-01,7.0,110.95,observed_estimated_cost,110.95,418.88000000000017
2025-10-10,BKK_Sukhumvit,PassionFruit,77,4004.0,1201.2,1502.27,462,462,1577.7300000000002,376.5299999999998,52.0,2025-10-06,2025-10-01,11.0,280.61,observed_estimated_cost,280.61,95.91999999999979
2025-10-10,BKK_Sukhumvit,Pineapple,178,6977.6,1674.624,1728.38,1068,890,3291.22,1616.596,39.2,2025-10-06,2025-10-01,6.0,94.26,observed_estimated_cost,94.26,1522.336
2025-10-10,BKK_Sukhumvit,Watermelon,198,7128.0,1710.7199999999998,1625.5800000000002,1188,990,3324.42,1613.6999999999998,36.0,2025-10-06,2025-10-01,4.0,56.84,observed_estimated_cost,56.84,1556.86
2025-10-10,Pattaya_Beach,Guava,96,3763.2000000000003,1128.96,945.5999999999999,576,528.0,1713.6000000000001,584.6400000000001,39.2,2025-10-06,2025-10-01,3.0,47.55,observed_estimated_cost,47.55,537.0900000000001
2025-10-10,Pattaya_Beach,PassionFruit,71,3692.0,886.0799999999999,1385.21,426,426,1454.7900000000002,568.7099999999997,52.0,2025-10-06,2025-10-01,5.0,127.55,observed_estimated_cost,127.55,441.1599999999997
2025-10-10,Pattaya_Beach,Pineapple,163,6389.6,1916.8799999999999,1582.73,978,815,3013.8699999999994,1096.99,39.2,2025-10-06,2025-10-01,9.0,141.39,observed_estimated_cost,141.39,955.6
2025-10-10,Pattaya_Beach,Watermelon,228,8208.0,1969.9199999999998,1871.88,1368,1140,3828.12,1858.1999999999994,36.0,2025-10-06,2025-10-01,6.0,85.26,observed_estimated_cost,85.26,1772.9399999999994
2025-10-10,Pattaya_Central,Guava,144,5644.8,1693.4399999999998,1418.3999999999999,864,792.0,2570.4000000000005,876.9600000000003,39.2,2025-10-06,2025-10-01,8.0,126.8,observed_estimated_cost,126.8,750.1600000000003
2025-10-10,Pattaya_Central,PassionFruit,114,5928.0,1778.4,2224.1400000000003,684,684,2335.8599999999997,557.4599999999997,52.0,2025-10-06,2025-10-01,6.0,153.06,observed_estimated_cost,153.06,404.3999999999997
2025-10-10,Pattaya_Central,Pineapple,184,7212.8,1731.072,1786.64,1104,920,3402.1599999999994,1671.088,39.2,2025-10-06,2025-10-01,2.0,31.42,observed_estimated_cost,31.42,1639.668
2025-10-10,Pattaya_Central,Watermelon,252,9072.0,2721.6,2068.92,1512,1260,4231.08,1509.4800000000002,36.0,2025-10-06,2025-10-01,8.0,113.68,observed_estimated_cost,113.68,1395.8000000000002
2025-10-11,BKK_Ladprao,Guava,35,1715.0,514.5,344.75,210,192.5,967.7499999999998,453.2499999999999,49.0,2025-10-06,2025-10-01,2.0,31.7,observed_estimated_cost,31.7,421.5499999999999
2025-10-11,BKK_Ladprao,PassionFruit,22,1430.0,343.2,429.22,132,132,736.78,393.5799999999998,65.0,2025-10-06,2025-10-01,5.0,127.55,observed_estimated_cost,127.55,266.0299999999998
2025-10-11,BKK_Ladprao,Pineapple,44,2156.0,646.8,427.24,264,220,1244.76,597.96,49.0,2025-10-06,2025-10-01,5.0,78.55,observed_estimated_cost,78.55,519.4100000000001
2025-10-11,BKK_Ladprao,Watermelon,80,3600.0,864.0,656.8000000000001,480,400,2063.2,1199.2000000000003,45.0,2025-10-06,2025-10-01,2.0,28.42,observed_estimated_cost,28.42,1170.7800000000002
2025-10-11,BKK_Sukhumvit,Guava,64,3136.0,752.64,630.4,384,352.0,1769.6,1016.9599999999999,49.0,2025-10-06,2025-10-01,3.0,47.55,observed_estimated_cost,47.55,969.41
2025-10-11,BKK_Sukhumvit,PassionFruit,48,3120.0,936.0,936.48,288,288,1607.52,671.52,65.0,2025-10-06,2025-10-01,5.0,127.55,observed_estimated_cost,127.55,543.97
2025-10-11,BKK_Sukhumvit,Pineapple,63,3087.0,740.88,611.73,378,315,1782.2699999999998,1041.39,49.0,2025-10-06,2025-10-01,2.0,31.42,observed_estimated_cost,31.42,1009.9700000000001
2025-10-11,BKK_Sukhumvit,Watermelon,125,5625.0,1350.0,1026.2500000000002,750,625,3223.75,1873.7500000000002,45.0,2025-10-06,2025-10-01,4.0,56.84,observed_estimated_cost,56.84,1816.9100000000003
2025-10-11,Pattaya_Beach,Guava,78,3822.0,1146.6,768.3,468,429.0,2156.7000000000003,1010.0999999999999,49.0,2025-10-06,2025-10-01,3.0,47.55,observed_estimated_cost,47.55,962.55
2025-10-11,Pattaya_Beach,PassionFruit,59,3835.0,920.4,1151.0900000000001,354,354,1975.9100000000003,1055.5099999999998,65.0,2025-10-06,2025-10-01,6.0,153.06,observed_estimated_cost,153.06,902.4499999999998
2025-10-11,Pattaya_Beach,Pineapple,104,5096.0,1528.8,1009.84,624,520,2942.1600000000003,1413.36,49.0,2025-10-06,2025-10-01,5.0,78.55,observed_estimated_cost,78.55,1334.81
2025-10-11,Pattaya_Beach,Watermelon,162,7290.0,1749.6,1330.0200000000002,972,810,4177.98,2428.3799999999997,45.0,2025-10-06,2025-10-01,6.0,85.26,observed_estimated_cost,85.26,2343.1199999999994
2025-10-11,Pattaya_Central,Guava,79,3871.0,1161.3,778.15,474,434.5,2184.3500000000004,1023.0500000000002,49.0,2025-10-06,2025-10-01,4.0,63.4,observed_estimated_cost,63.4,959.6500000000002
2025-10-11,Pattaya_Central,PassionFruit,66,4290.0,1287.0,1287.66,396,396,2210.3399999999997,923.3400000000001,65.0,2025-10-06,2025-10-01,7.0,178.57,observed_estimated_cost,178.57,744.7700000000002
2025-10-11,Pattaya_Central,Pineapple,145,7105.0,2131.5,1407.95,870,725,4102.049999999999,1970.5499999999997,49.0,2025-10-06,2025-10-01,6.0,94.26,observed_estimated_cost,94.26,1876.2899999999997
2025-10-11,Pattaya_Central,Watermelon,209,9405.0,2821.5,1715.89,1254,1045,5390.109999999999,2568.6099999999997,45.0,2025-10-06,2025-10-01,2.0,28.42,observed_estimated_cost,28.42,2540.1899999999996
2025-10-12,BKK_Ladprao,Guava,39,1911.0,458.64,384.15,234,214.5,1078.3499999999997,619.7099999999998,49.0,2025-10-06,2025-10-01,3.0,47.55,observed_estimated_cost,47.55,572.1599999999999
2025-10-12,BKK_Ladprao,PassionFruit,23,1495.0,448.5,448.73,138,138,770.2700000000001,321.77,65.0,2025-10-06,2025-10-01,4.0,102.04,observed_estimated_cost,102.04,219.72999999999996
2025-10-12,BKK_Ladprao,Pineapple,66,3234.0,970.2,640.86,396,330,1867.1399999999999,896.94,49.0,2025-10-06,2025-10-01,3.0,47.13,observed_estimated_cost,47.13,849.8100000000001
2025-10-12,BKK_Ladprao,Watermelon,85,3825.0,1147.5,697.85,510,425,2192.1499999999996,1044.6499999999999,45.0,2025-10-06,2025-10-01,4.0,56.84,observed_estimated_cost,56.84,987.8099999999998
2025-10-12,BKK_Sukhumvit,Guava,54,2646.0,635.04,531.9,324,297.0,1493.1,858.0599999999997,49.0,2025-10-06,2025-10-01,1.0,15.85,observed_estimated_cost,15.85,842.2099999999997
2025-10-12,BKK_Sukhumvit,PassionFruit,42,2730.0,819.0,819.4200000000001,252,252,1406.58,587.5799999999999,65.0,2025-10-06,2025-10-01,3.0,76.53,observed_estimated_cost,76.53,511.04999999999995
2025-10-12,BKK_Sukhumvit,Pineapple,93,4557.0,1093.6799999999998,903.0300000000001,558,465,2630.9699999999993,1537.2900000000002,49.0,2025-10-06,2025-10-01,0.0,0.0,observed_estimated_cost,0.0,1537.2900000000002
2025-10-12,BKK_Sukhumvit,Watermelon,163,7335.0,2200.5,1338.23,978,815,4203.77,2003.2699999999995,45.0,2025-10-06,2025-10-01,4.0,56.84,observed_estimated_cost,56.84,1946.4299999999996
2025-10-12,Pattaya_Beach,Guava,70,3430.0,823.1999999999999,689.5,420,385.0,1935.4999999999998,1112.3,49.0,2025-10-06,2025-10-01,4.0,63.4,observed_estimated_cost,63.4,1048.8999999999999
2025-10-12,Pattaya_Beach,PassionFruit,50,3250.0,780.0,975.5000000000001,300,300,1674.5000000000002,894.4999999999998,65.0,2025-10-06,2025-10-01,8.0,204.08,observed_estimated_cost,204.08,690.4199999999997
2025-10-12,Pattaya_Beach,Pineapple,113,5537.0,1328.8799999999999,1097.23,678,565,3196.7699999999995,1867.8899999999996,49.0,2025-10-06,2025-10-01,2.0,31.42,observed_estimated_cost,31.42,1836.4699999999996
2025-10-12,Pattaya_Beach,Watermelon,162,7290.0,2187.0,1330.0200000000002,972,810,4177.9800000000005,1990.9800000000002,45.0,2025-10-06,2025-10-01,6.0,85.26,observed_estimated_cost,85.26,1905.7200000000003
2025-10-12,Pattaya_Central,Guava,90,4410.0,1058.3999999999999,886.5,540,495.0,2488.5000000000005,1430.1,49.0,2025-10-06,2025-10-01,5.0,79.25,observed_estimated_cost,79.25,1350.85
