cutoff,method,kitchen,sku,horizon_days,mae,absolute_error_units,signed_error_units,wape,bias_pct,actual_units,forecast_units
2026-05-31,exp_smoothing_4w,BKK_Sukhumvit,PassionFruit,28,17.41823774760204,487.7106569328571,484.6883997738461,0.36153495695541665,0.3592945884164908,1349.0,1833.688399773846
2026-05-31,exp_smoothing_4w,BKK_Sukhumvit,Pineapple,28,34.44015561427519,964.3243571997054,871.4262308304519,0.34638087543092866,0.3130122955569152,2784.0,3655.426230830453
2026-05-31,exp_smoothing_4w,BKK_Sukhumvit,Watermelon,28,59.493617104421524,1665.8212789238028,1652.1152234564029,0.42452122296732997,0.42102834440784986,3924.0,5576.115223456405
2026-05-31,exp_smoothing_4w,Pattaya_Beach,Guava,28,32.27810147293261,903.786841242113,845.0781367222755,0.49306428873001257,0.46103553558225613,1833.0,2678.0781367222753
2026-05-31,exp_smoothing_4w,Pattaya_Beach,PassionFruit,28,24.07569278585663,674.1193980039857,637.2055055427537,0.4394520195593127,0.415388204395537,1534.0,2171.2055055427536
2026-05-31,exp_smoothing_4w,Pattaya_Beach,Pineapple,28,48.865547000193196,1368.2353160054095,1208.1764941596716,0.4574507910415946,0.4039373099831734,2991.0,4199.176494159672
2026-05-31,exp_smoothing_4w,Pattaya_Beach,Watermelon,28,73.40874374365941,2055.4448248224635,1951.7867344241913,0.45464384534891916,0.431715712104444,4521.0,6472.786734424191
2026-05-31,exp_smoothing_4w,Pattaya_Central,Guava,28,38.437499090567556,1076.2499745358916,1038.423049500191,0.4865506213995893,0.46944984154619845,2212.0,3250.423049500191
2026-05-31,exp_smoothing_4w,Pattaya_Central,PassionFruit,28,27.798548187741485,778.3593492567616,720.0859074662218,0.4578584407392715,0.42357994556836576,1700.0,2420.085907466222
2026-05-31,exp_smoothing_4w,Pattaya_Central,Pineapple,28,57.465069867469815,1609.0219562891548,1486.9467221575512,0.46773894078173106,0.4322519541155672,3440.0,4926.9467221575505
2026-05-31,exp_smoothing_4w,Pattaya_Central,Watermelon,28,77.85047353657855,2179.8132590241994,2011.7219712568303,0.403146524694692,0.37205880733435,5407.0,7418.72197125683
2026-05-31,exp_smoothing_4w,BKK_Ladprao,MixedBerryPremium,28,7.735195006983507,216.5854601955382,214.5633129761395,0.4834496879364692,0.47893596646459713,448.0,662.5633129761395
2026-05-31,exp_smoothing_4w,BKK_Sukhumvit,MixedBerryPremium,28,13.17169298370491,368.80740354373745,339.86951150864036,0.4808440724168676,0.44311539962013086,767.0,1106.86951150864
2026-05-31,exp_smoothing_4w,Pattaya_Beach,MixedBerryPremium,28,14.665109741840748,410.62307277154093,375.9786937539672,0.48479701625919824,0.4438945616929955,847.0,1222.9786937539677
2026-05-31,exp_smoothing_4w,Pattaya_Central,MixedBerryPremium,28,19.92269341727118,557.835415683593,488.8227553515619,0.537931934121112,0.4713816348616798,1037.0,1525.8227553515617
2026-05-31,seasonal_naive_7d,BKK_Ladprao,Guava,28,12.035714285714286,337.0,289.0,0.3442288049029622,0.29519918283963226,979.0,1268.0
2026-05-31,seasonal_naive_7d,BKK_Ladprao,PassionFruit,28,11.285714285714286,316.0,282.0,0.39598997493734334,0.3533834586466165,798.0,1080.0
2026-05-31,seasonal_naive_7d,BKK_Ladprao,Pineapple,28,16.714285714285715,468.0,450.0,0.2815884476534296,0.27075812274368233,1662.0,2112.0
2026-05-31,seasonal_naive_7d,BKK_Ladprao,Watermelon,28,35.857142857142854,1004.0,894.0,0.39621152328334647,0.35280189423835834,2534.0,3428.0
2026-05-31,seasonal_naive_7d,BKK_Sukhumvit,Guava,28,33.75,945.0,897.0,0.5779816513761468,0.5486238532110091,1635.0,2532.0
2026-05-31,seasonal_naive_7d,BKK_Sukhumvit,PassionFruit,28,17.678571428571427,495.0,483.0,0.3669384729429207,0.35804299481097107,1349.0,1832.0
2026-05-31,seasonal_naive_7d,BKK_Sukhumvit,Pineapple,28,34.357142857142854,962.0,832.0,0.34554597701149425,0.2988505747126437,2784.0,3616.0
2026-05-31,seasonal_naive_7d,BKK_Sukhumvit,Watermelon,28,57.5,1610.0,1604.0,0.4102956167176351,0.4087665647298675,3924.0,5528.0
2026-05-31,seasonal_naive_7d,Pattaya_Beach,Guava,28,28.321428571428573,793.0,731.0,0.4326241134751773,0.39879978177850517,1833.0,2564.0
2026-05-31,seasonal_naive_7d,Pattaya_Beach,PassionFruit,28,23.214285714285715,650.0,606.0,0.423728813559322,0.39504563233376794,1534.0,2140.0
2026-05-31,seasonal_naive_7d,Pattaya_Beach,Pineapple,28,41.75,1169.0,1069.0,0.3908391842193246,0.35740554998328317,2991.0,4060.0
2026-05-31,seasonal_naive_7d,Pattaya_Beach,Watermelon,28,65.53571428571429,1835.0,1775.0,0.40588365405883653,0.39261225392612253,4521.0,6296.0
2026-05-31,seasonal_naive_7d,Pattaya_Central,Guava,28,37.07142857142857,1038.0,1020.0,0.4692585895117541,0.46112115732368897,2212.0,3232.0
2026-05-31,seasonal_naive_7d,Pattaya_Central,PassionFruit,28,24.357142857142858,682.0,604.0,0.4011764705882353,0.3552941176470588,1700.0,2304.0
2026-05-31,seasonal_naive_7d,Pattaya_Central,Pineapple,28,47.857142857142854,1340.0,1288.0,0.38953488372093026,0.3744186046511628,3440.0,4728.0
2026-05-31,seasonal_naive_7d,Pattaya_Central,Watermelon,28,65.46428571428571,1833.0,1733.0,0.33900499352690955,0.32051044941742185,5407.0,7140.0
2026-05-31,seasonal_naive_7d,BKK_Ladprao,MixedBerryPremium,28,7.642857142857143,214.0,188.0,0.47767857142857145,0.41964285714285715,448.0,636.0
2026-05-31,seasonal_naive_7d,BKK_Sukhumvit,MixedBerryPremium,28,11.821428571428571,331.0,313.0,0.4315514993481095,0.40808344198174706,767.0,1080.0
2026-05-31,seasonal_naive_7d,Pattaya_Beach,MixedBerryPremium,28,13.321428571428571,373.0,337.0,0.44037780401416765,0.39787485242030696,847.0,1184.0
2026-05-31,seasonal_naive_7d,Pattaya_Central,MixedBerryPremium,28,17.035714285714285,477.0,439.0,0.45998071359691417,0.42333654773384766,1037.0,1476.0
2026-05-31,weekday_median_8w,BKK_Ladprao,Guava,28,16.607142857142858,465.0,431.0,0.47497446373850866,0.4402451481103167,979.0,1410.0
2026-05-31,weekday_median_8w,BKK_Ladprao,PassionFruit,28,12.678571428571429,355.0,336.0,0.4448621553884712,0.42105263157894735,798.0,1134.0
2026-05-31,weekday_median_8w,BKK_Ladprao,Pineapple,28,24.464285714285715,685.0,672.0,0.4121540312876053,0.4043321299638989,1662.0,2334.0
2026-05-31,weekday_median_8w,BKK_Ladprao,Watermelon,28,39.42857142857143,1104.0,1000.0,0.43567482241515393,0.39463299131807417,2534.0,3534.0
2026-05-31,weekday_median_8w,BKK_Sukhumvit,Guava,28,29.0,812.0,769.0,0.4966360856269113,0.4703363914373089,1635.0,2404.0
2026-05-31,weekday_median_8w,BKK_Sukhumvit,PassionFruit,28,20.107142857142858,563.0,563.0,0.4173461823573017,0.4173461823573017,1349.0,1912.0
2026-05-31,weekday_median_8w,BKK_Sukhumvit,Pineapple,28,40.25,1127.0,1050.0,0.4048132183908046,0.3771551724137931,2784.0,3834.0
2026-05-31,weekday_median_8w,BKK_Sukhumvit,Watermelon,28,68.42857142857143,1916.0,1916.0,0.48827726809378186,0.48827726809378186,3924.0,5840.0
2026-05-31,weekday_median_8w,Pattaya_Beach,Guava,28,33.17857142857143,929.0,889.0,0.5068194217130387,0.4849972722313148,1833.0,2722.0
2026-05-31,weekday_median_8w,Pattaya_Beach,PassionFruit,28,24.142857142857142,676.0,654.0,0.4406779661016949,0.42633637548891784,1534.0,2188.0
2026-05-31,weekday_median_8w,Pattaya_Beach,Pineapple,28,54.107142857142854,1515.0,1411.0,0.506519558676028,0.47174857907054496,2991.0,4402.0
2026-05-31,weekday_median_8w,Pattaya_Beach,Watermelon,28,74.07142857142857,2074.0,2015.0,0.45874806458748063,0.44569785445697857,4521.0,6536.0
2026-05-31,weekday_median_8w,Pattaya_Central,Guava,28,38.75,1085.0,1082.0,0.49050632911392406,0.4891500904159132,2212.0,3294.0
2026-05-31,weekday_median_8w,Pattaya_Central,PassionFruit,28,32.82142857142857,919.0,890.0,0.5405882352941176,0.5235294117647059,1700.0,2590.0
2026-05-31,weekday_median_8w,Pattaya_Central,Pineapple,28,61.92857142857143,1734.0,1676.0,0.5040697674418605,0.4872093023255814,3440.0,5116.0
2026-05-31,weekday_median_8w,Pattaya_Central,Watermelon,28,84.35714285714286,2362.0,2269.0,0.4368411318660995,0.41964120584427594,5407.0,7676.0
2026-05-31,weekday_median_8w,BKK_Ladprao,MixedBerryPremium,28,11.428571428571429,320.0,320.0,0.7142857142857143,0.7142857142857143,448.0,768.0
2026-05-31,weekday_median_8w,BKK_Sukhumvit,MixedBerryPremium,28,16.607142857142858,465.0,449.0,0.60625814863103,0.5853976531942634,767.0,1216.0
2026-05-31,weekday_median_8w,Pattaya_Beach,MixedBerryPremium,28,20.285714285714285,568.0,555.0,0.6706021251475797,0.6552538370720189,847.0,1402.0
2026-05-31,weekday_median_8w,Pattaya_Central,MixedBerryPremium,28,23.464285714285715,657.0,611.0,0.6335583413693346,0.5891996142719382,1037.0,1648.0
2026-05-31,level_weekday_blend,BKK_Ladprao,Guava,28,12.469682918479288,349.15112171742004,305.0096420036567,0.3566405737665169,0.3115522390231427,979.0,1284.009642003657
2026-05-31,level_weekday_blend,BKK_Ladprao,PassionFruit,28,11.118799716669583,311.3263920667483,287.1426808122252,0.3901333233919152,0.3598279208173248,798.0,1085.1426808122253
2026-05-31,level_weekday_blend,BKK_Ladprao,Pineapple,28,17.37409704706396,486.4747173177908,467.12661864992856,0.2927044027182857,0.281062947442797,1662.0,2129.1266186499283
2026-05-31,level_weekday_blend,BKK_Ladprao,Watermelon,28,36.67220372787209,1026.8217043804184,915.8079893327583,0.4052177207499678,0.3614080463033774,2534.0,3449.8079893327576
2026-05-31,level_weekday_blend,BKK_Sukhumvit,Guava,28,32.6753847497319,914.9107729924931,870.4423709149925,0.5595784544296594,0.5323806549938792,1635.0,2505.442370914993
2026-05-31,level_weekday_blend,BKK_Sukhumvit,PassionFruit,28,17.548404588086726,491.3553284664283,483.84419988692275,0.3642367149491685,0.3586687916137307,1349.0,1832.844199886923
2026-05-31,level_weekday_blend,BKK_Sukhumvit,Pineapple,28,34.14864923570902,956.1621785998527,851.713115415226,0.3434490584051195,0.30593143513477944,2784.0,3635.7131154152266
2026-05-31,level_weekday_blend,BKK_Sukhumvit,Watermelon,28,58.49680855221076,1637.9106394619012,1628.0576117282014,0.41740841984248245,0.4148974545688587,3924.0,5552.057611728203
2026-05-31,level_weekday_blend,Pattaya_Beach,Guava,28,30.299765022180598,848.3934206210567,788.039068361138,0.46284420110259505,0.4299176586803808,1833.0,2621.0390683611386
2026-05-31,level_weekday_blend,Pattaya_Beach,PassionFruit,28,23.466417821499753,657.0596990019931,621.6027527713773,0.42833096414732275,0.40521691836465273,1534.0,2155.602752771377
2026-05-31,level_weekday_blend,Pattaya_Beach,Pineapple,28,45.30777350009659,1268.6176580027045,1138.5882470798358,0.42414498763045955,0.3806714299832283,2991.0,4129.588247079836
2026-05-31,level_weekday_blend,Pattaya_Beach,Watermelon,28,69.47222901468686,1945.2224124112322,1863.393367212096,0.43026374970387793,0.41216398301528334,4521.0,6384.393367212097
2026-05-31,level_weekday_blend,Pattaya_Central,Guava,28,37.75446383099807,1057.124987267946,1029.2115247500956,0.47790460545567176,0.46528549943494374,2212.0,3241.211524750095
2026-05-31,level_weekday_blend,Pattaya_Central,PassionFruit,28,25.792131236727897,722.1796746283811,662.0429537331113,0.42481157331081243,0.38943703160771254,1700.0,2362.04295373311
2026-05-31,level_weekday_blend,Pattaya_Central,Pineapple,28,52.66110636230631,1474.5109781445767,1387.4733610787748,0.42863691225133044,0.4033352793833648,3440.0,4827.473361078775
2026-05-31,level_weekday_blend,Pattaya_Central,Watermelon,28,71.65737962543213,2006.4066295120997,1872.3609856284152,0.37107575911080076,0.3462846283758859,5407.0,7279.360985628415
2026-05-31,level_weekday_blend,BKK_Ladprao,MixedBerryPremium,28,7.653311789206039,214.2927300977691,201.28165648806976,0.4783319868253774,0.4492894118037271,448.0,649.28165648807
2026-05-31,level_weekday_blend,BKK_Sukhumvit,MixedBerryPremium,28,11.996560777566742,335.9037017718688,326.4347557543202,0.43794485237531783,0.42559942080093893,767.0,1093.43475575432
2026-05-31,level_weekday_blend,Pattaya_Beach,MixedBerryPremium,28,13.993269156634657,391.8115363857704,356.4893468769835,0.4625874101366829,0.42088470705665115,847.0,1203.4893468769837
2026-05-31,level_weekday_blend,Pattaya_Central,MixedBerryPremium,28,18.47920385149273,517.4177078417964,463.9113776757807,0.49895632385901295,0.44735909129776347,1037.0,1500.9113776757808
2026-06-30,naive_last_day,BKK_Ladprao,Guava,28,6.357142857142857,178.0,88.0,0.1877637130801688,0.09282700421940929,948.0,1036.0
2026-06-30,naive_last_day,BKK_Ladprao,PassionFruit,28,4.714285714285714,132.0,-94.0,0.17886178861788618,-0.12737127371273713,738.0,644.0
2026-06-30,naive_last_day,BKK_Ladprao,Pineapple,28,10.892857142857142,305.0,-251.0,0.198180636777128,-0.16309291747888238,1539.0,1288.0
2026-06-30,naive_last_day,BKK_Ladprao,Watermelon,28,13.928571428571429,390.0,-342.0,0.1736420302760463,-0.1522707034728406,2246.0,1904.0
2026-06-30,naive_last_day,BKK_Sukhumvit,Guava,28,5.714285714285714,160.0,-12.0,0.10126582278481013,-0.007594936708860759,1580.0,1568.0
2026-06-30,naive_last_day,BKK_Sukhumvit,PassionFruit,28,8.857142857142858,248.0,150.0,0.1984,0.12,1250.0,1400.0
2026-06-30,naive_last_day,BKK_Sukhumvit,Pineapple,28,13.25,371.0,-99.0,0.14475224346468982,-0.03862660944206009,2563.0,2464.0
2026-06-30,naive_last_day,BKK_Sukhumvit,Watermelon,28,20.642857142857142,578.0,434.0,0.15462814339218833,0.11610486891385768,3738.0,4172.0
2026-06-30,naive_last_day,Pattaya_Beach,Guava,28,10.0,280.0,-202.0,0.16073478760045926,-0.11595866819747416,1742.0,1540.0
2026-06-30,naive_last_day,Pattaya_Beach,PassionFruit,28,8.107142857142858,227.0,77.0,0.15818815331010452,0.05365853658536585,1435.0,1512.0
2026-06-30,naive_last_day,Pattaya_Beach,Pineapple,28,23.25,651.0,509.0,0.2352728586917239,0.1839537405131912,2767.0,3276.0
2026-06-30,naive_last_day,Pattaya_Beach,Watermelon,28,21.857142857142858,612.0,338.0,0.14775470787059392,0.0816030902945437,4142.0,4480.0
2026-06-30,naive_last_day,Pattaya_Central,Guava,28,15.821428571428571,443.0,245.0,0.2189817103311913,0.12110726643598616,2023.0,2268.0
2026-06-30,naive_last_day,Pattaya_Central,PassionFruit,28,9.25,259.0,-155.0,0.15536892621475704,-0.09298140371925614,1667.0,1512.0
2026-06-30,naive_last_day,Pattaya_Central,Pineapple,28,15.678571428571429,439.0,-1.0,0.13282904689863842,-0.000302571860816944,3305.0,3304.0
2026-06-30,naive_last_day,Pattaya_Central,Watermelon,28,23.0,644.0,-586.0,0.12573213588442014,-0.11440843420538852,5122.0,4536.0
2026-06-30,naive_last_day,BKK_Ladprao,MixedBerryPremium,28,5.142857142857143,144.0,68.0,0.4444444444444444,0.20987654320987653,324.0,392.0
2026-06-30,naive_last_day,BKK_Sukhumvit,MixedBerryPremium,28,4.107142857142857,115.0,-27.0,0.18699186991869918,-0.04390243902439024,615.0,588.0
2026-06-30,naive_last_day,Pattaya_Beach,MixedBerryPremium,28,7.071428571428571,198.0,96.0,0.276536312849162,0.1340782122905028,716.0,812.0
2026-06-30,naive_last_day,Pattaya_Central,MixedBerryPremium,28,9.642857142857142,270.0,-222.0,0.3117782909930716,-0.25635103926096997,866.0,644.0
2026-06-30,moving_avg_4w,BKK_Ladprao,Guava,28,5.801020408163266,162.42857142857144,33.99999999999994,0.1713381555153707,0.03586497890295352,948.0,981.9999999999999
2026-06-30,moving_avg_4w,BKK_Ladprao,PassionFruit,28,3.9056122448979584,109.35714285714283,36.99999999999997,0.14818041037553228,0.05013550135501351,738.0,775.0
2026-06-30,moving_avg_4w,BKK_Ladprao,Pineapple,28,7.535714285714287,211.00000000000006,97.00000000000006,0.1371020142949968,0.06302794022092272,1539.0,1635.9999999999995
2026-06-30,moving_avg_4w,BKK_Ladprao,Watermelon,28,14.232142857142858,398.5,295.0,0.177426536064114,0.13134461264470168,2246.0,2541.0
2026-06-30,moving_avg_4w,BKK_Sukhumvit,Guava,28,6.535714285714284,182.99999999999994,53.999999999999915,0.11582278481012655,0.034177215189873364,1580.0,1634.0
2026-06-30,moving_avg_4w,BKK_Sukhumvit,PassionFruit,28,8.397959183673468,235.1428571428571,129.99999999999994,0.18811428571428568,0.10399999999999995,1250.0,1379.9999999999998
2026-06-30,moving_avg_4w,BKK_Sukhumvit,Pineapple,28,17.23214285714286,482.5000000000001,212.0000000000001,0.18825595005852522,0.08271556769410851,2563.0,2774.999999999999
2026-06-30,moving_avg_4w,BKK_Sukhumvit,Watermelon,28,16.64795918367347,466.1428571428572,188.00000000000023,0.12470381410991364,0.050294275013376195,3738.0,3926.0000000000005
2026-06-30,moving_avg_4w,Pattaya_Beach,Guava,28,10.438775510204083,292.28571428571433,90.00000000000006,0.1677874364441529,0.0516647531572905,1742.0,1831.9999999999995
2026-06-30,moving_avg_4w,Pattaya_Beach,PassionFruit,28,8.535714285714286,239.0,98.0,0.16655052264808362,0.06829268292682927,1435.0,1533.0
2026-06-30,moving_avg_4w,Pattaya_Beach,Pineapple,28,17.678571428571427,495.0,244.9999999999999,0.1788941091434767,0.08854354897000358,2767.0,3011.9999999999995
2026-06-30,moving_avg_4w,Pattaya_Beach,Watermelon,28,23.693877551020414,663.4285714285716,418.0000000000002,0.1601710698765262,0.10091743119266061,4142.0,4560.0
2026-06-30,moving_avg_4w,Pattaya_Central,Guava,28,15.270408163265303,427.5714285714285,208.9999999999999,0.21135513028740904,0.10331191300049426,2023.0,2232.0
2026-06-30,moving_avg_4w,Pattaya_Central,PassionFruit,28,8.979591836734693,251.4285714285714,14.999999999999943,0.1508269774616505,0.008998200359927981,1667.0,1682.0000000000005
2026-06-30,moving_avg_4w,Pattaya_Central,Pineapple,28,16.311224489795915,456.71428571428567,116.99999999999983,0.13818889129025286,0.0354009077155824,3305.0,3422.0
2026-06-30,moving_avg_4w,Pattaya_Central,Watermelon,28,22.446428571428562,628.4999999999998,282.9999999999998,0.12270597422881682,0.055251854744240485,5122.0,5405.000000000002
2026-06-30,moving_avg_4w,BKK_Ladprao,MixedBerryPremium,28,6.4515306122448965,180.6428571428571,124.99999999999994,0.5575396825396824,0.3858024691358023,324.0,448.99999999999994
2026-06-30,moving_avg_4w,BKK_Sukhumvit,MixedBerryPremium,28,5.841836734693877,163.57142857142856,127.99999999999994,0.2659698025551684,0.20813008130081292,615.0,743.0000000000002
2026-06-30,moving_avg_4w,Pattaya_Beach,MixedBerryPremium,28,7.89795918367347,221.14285714285717,134.00000000000003,0.3088587390263368,0.18715083798882687,716.0,850.0000000000001
2026-06-30,moving_avg_4w,Pattaya_Central,MixedBerryPremium,28,8.459183673469388,236.8571428571429,154.0000000000001,0.2735070933685253,0.17782909930715948,866.0,1020.0000000000001
2026-06-30,exp_smoothing_4w,BKK_Ladprao,Guava,28,5.8357213830029115,163.40019872408152,38.53426071238036,0.1723630788228708,0.04064795433795396,948.0,986.5342607123803
2026-06-30,exp_smoothing_4w,BKK_Ladprao,PassionFruit,28,3.8944800393654617,109.04544110223293,10.681912284369602,0.14775805027402836,0.014474135886679678,738.0,748.6819122843697
2026-06-30,exp_smoothing_4w,BKK_Ladprao,Pineapple,28,6.75,189.0,20.031624342636206,0.12280701754385964,0.013016000222635611,1539.0,1559.0316243426357
2026-06-30,exp_smoothing_4w,BKK_Ladprao,Watermelon,28,11.59107024072972,324.5499667404322,183.09993348086425,0.1445013208995691,0.08152267741801614,2246.0,2429.0999334808644
2026-06-30,exp_smoothing_4w,BKK_Sukhumvit,Guava,28,6.074345400577903,170.0816712161813,21.828679405307696,0.10764662735201348,0.013815619876777022,1580.0,1601.8286794053074
2026-06-30,exp_smoothing_4w,BKK_Sukhumvit,PassionFruit,28,9.011068717212348,252.30992408194572,156.033893714724,0.20184793926555658,0.1248271149717792,1250.0,1406.0338937147237
2026-06-30,exp_smoothing_4w,BKK_Sukhumvit,Pineapple,28,16.866453960403277,472.26071089129175,191.5214217825834,0.1842609094386624,0.0747254864543829,2563.0,2754.5214217825824
2026-06-30,exp_smoothing_4w,BKK_Sukhumvit,Watermelon,28,16.286261353260482,456.01531789129353,159.64289009562174,0.1219944670656216,0.04270810328935841,3738.0,3897.6428900956207
2026-06-30,exp_smoothing_4w,Pattaya_Beach,Guava,28,9.640945374821793,269.9464704950102,12.416862310047748,0.15496353070896107,0.007127934735963116,1742.0,1754.4168623100472
2026-06-30,exp_smoothing_4w,Pattaya_Beach,PassionFruit,28,7.900303517706642,221.208498495786,65.41699699157198,0.1541522637601296,0.04558675748541601,1435.0,1500.416996991572
2026-06-30,exp_smoothing_4w,Pattaya_Beach,Pineapple,28,16.09923008391787,450.7784423497004,137.22454822395144,0.1629123391216843,0.04959325920634313,2767.0,2904.224548223951
2026-06-30,exp_smoothing_4w,Pattaya_Beach,Watermelon,28,23.40109385800039,655.2306280240109,405.2476435929059,0.1581918464567868,0.09783863920639929,4142.0,4547.247643592906
2026-06-30,exp_smoothing_4w,Pattaya_Central,Guava,28,15.540600298291832,435.1368083521713,226.6525528217329,0.21509481381718798,0.11203784123664504,2023.0,2249.6525528217335
2026-06-30,exp_smoothing_4w,Pattaya_Central,PassionFruit,28,8.80913672394862,246.65582827056136,-7.27280140404693,0.14796390418150052,-0.004362808280772004,1667.0,1659.727198595953
2026-06-30,exp_smoothing_4w,Pattaya_Central,Pineapple,28,15.741920890152597,440.7737849242727,23.83298893981845,0.13336574430386466,0.007211191812350514,3305.0,3328.832988939819
2026-06-30,exp_smoothing_4w,Pattaya_Central,Watermelon,28,19.69168402587408,551.3671527244742,126.52335635710642,0.10764684746670718,0.02470194384168419,5122.0,5248.523356357107
2026-06-30,exp_smoothing_4w,BKK_Ladprao,MixedBerryPremium,28,6.602536653763223,184.87102630537024,131.57715203057583,0.5705895873622538,0.40610232108202415,324.0,455.5771520305759
2026-06-30,exp_smoothing_4w,BKK_Sukhumvit,MixedBerryPremium,28,5.084013125274628,142.35236750768956,90.86664313845671,0.23146726424014563,0.1477506392495231,615.0,705.866643138457
2026-06-30,exp_smoothing_4w,Pattaya_Beach,MixedBerryPremium,28,6.531742978317707,182.8888033928958,65.40720791675679,0.2554312896548824,0.09135084904574971,716.0,781.4072079167565
2026-06-30,exp_smoothing_4w,Pattaya_Central,MixedBerryPremium,28,7.83860409046855,219.4809145331194,112.18320086591791,0.2534421645878977,0.1295418023855865,866.0,978.1832008659178
2026-06-30,seasonal_naive_7d,BKK_Ladprao,Guava,28,8.142857142857142,228.0,44.0,0.24050632911392406,0.046413502109704644,948.0,992.0
2026-06-30,seasonal_naive_7d,BKK_Ladprao,PassionFruit,28,5.642857142857143,158.0,38.0,0.2140921409214092,0.051490514905149054,738.0,776.0
2026-06-30,seasonal_naive_7d,BKK_Ladprao,Pineapple,28,7.821428571428571,219.0,33.0,0.14230019493177387,0.021442495126705652,1539.0,1572.0
2026-06-30,seasonal_naive_7d,BKK_Ladprao,Watermelon,28,12.5,350.0,134.0,0.1558325912733749,0.05966162065894924,2246.0,2380.0
2026-06-30,seasonal_naive_7d,BKK_Sukhumvit,Guava,28,10.071428571428571,282.0,100.0,0.17848101265822786,0.06329113924050633,1580.0,1680.0
2026-06-30,seasonal_naive_7d,BKK_Sukhumvit,PassionFruit,28,9.428571428571429,264.0,146.0,0.2112,0.1168,1250.0,1396.0
2026-06-30,seasonal_naive_7d,BKK_Sukhumvit,Pineapple,28,22.035714285714285,617.0,293.0,0.240733515411627,0.11431915723761217,2563.0,2856.0
2026-06-30,seasonal_naive_7d,BKK_Sukhumvit,Watermelon,28,16.785714285714285,470.0,230.0,0.12573568753344033,0.061530230069555915,3738.0,3968.0
2026-06-30,seasonal_naive_7d,Pattaya_Beach,Guava,28,9.857142857142858,276.0,-50.0,0.1584385763490241,-0.02870264064293915,1742.0,1692.0
2026-06-30,seasonal_naive_7d,Pattaya_Beach,PassionFruit,28,8.964285714285714,251.0,73.0,0.17491289198606272,0.050871080139372825,1435.0,1508.0
2026-06-30,seasonal_naive_7d,Pattaya_Beach,Pineapple,28,17.464285714285715,489.0,121.0,0.17672569569931335,0.04372967112396097,2767.0,2888.0
2026-06-30,seasonal_naive_7d,Pattaya_Beach,Watermelon,28,21.785714285714285,610.0,466.0,0.147271849348141,0.11250603573153066,4142.0,4608.0
2026-06-30,seasonal_naive_7d,Pattaya_Central,Guava,28,17.107142857142858,479.0,265.0,0.23677706376668314,0.1309935739001483,2023.0,2288.0
2026-06-30,seasonal_naive_7d,Pattaya_Central,PassionFruit,28,10.107142857142858,283.0,29.0,0.16976604679064186,0.01739652069586083,1667.0,1696.0
2026-06-30,seasonal_naive_7d,Pattaya_Central,Pineapple,28,11.25,315.0,-13.0,0.09531013615733737,-0.003933434190620273,3305.0,3292.0
2026-06-30,seasonal_naive_7d,Pattaya_Central,Watermelon,28,23.071428571428573,646.0,190.0,0.1261226083561109,0.03709488481062085,5122.0,5312.0
2026-06-30,seasonal_naive_7d,BKK_Ladprao,MixedBerryPremium,28,7.928571428571429,222.0,164.0,0.6851851851851852,0.5061728395061729,324.0,488.0
2026-06-30,seasonal_naive_7d,BKK_Sukhumvit,MixedBerryPremium,28,6.607142857142857,185.0,117.0,0.3008130081300813,0.1902439024390244,615.0,732.0
2026-06-30,seasonal_naive_7d,Pattaya_Beach,MixedBerryPremium,28,6.642857142857143,186.0,28.0,0.25977653631284914,0.03910614525139665,716.0,744.0
2026-06-30,seasonal_naive_7d,Pattaya_Central,MixedBerryPremium,28,9.5,266.0,110.0,0.3071593533487298,0.12702078521939955,866.0,976.0
2026-06-30,weekday_median_8w,BKK_Ladprao,Guava,28,9.142857142857142,256.0,162.0,0.270042194092827,0.17088607594936708,948.0,1110.0
2026-06-30,weekday_median_8w,BKK_Ladprao,PassionFruit,28,7.857142857142857,220.0,206.0,0.2981029810298103,0.2791327913279133,738.0,944.0
2026-06-30,weekday_median_8w,BKK_Ladprao,Pineapple,28,15.392857142857142,431.0,379.0,0.28005198180636776,0.24626380766731643,1539.0,1918.0
2026-06-30,weekday_median_8w,BKK_Ladprao,Watermelon,28,27.357142857142858,766.0,678.0,0.3410507569011576,0.3018699910952805,2246.0,2924.0
2026-06-30,weekday_median_8w,BKK_Sukhumvit,Guava,28,16.214285714285715,454.0,336.0,0.2873417721518987,0.21265822784810126,1580.0,1916.0
2026-06-30,weekday_median_8w,BKK_Sukhumvit,PassionFruit,28,14.214285714285714,398.0,308.0,0.3184,0.2464,1250.0,1558.0
2026-06-30,weekday_median_8w,BKK_Sukhumvit,Pineapple,28,28.178571428571427,789.0,603.0,0.3078423722200546,0.23527116660163871,2563.0,3166.0
2026-06-30,weekday_median_8w,BKK_Sukhumvit,Watermelon,28,37.392857142857146,1047.0,944.0,0.28009630818619585,0.2525414660246121,3738.0,4682.0
2026-06-30,weekday_median_8w,Pattaya_Beach,Guava,28,20.571428571428573,576.0,464.0,0.330654420206659,0.2663605051664753,1742.0,2206.0
2026-06-30,weekday_median_8w,Pattaya_Beach,PassionFruit,28,14.25,399.0,323.0,0.2780487804878049,0.22508710801393728,1435.0,1758.0
2026-06-30,weekday_median_8w,Pattaya_Beach,Pineapple,28,30.321428571428573,849.0,691.0,0.3068305023491146,0.2497289483194796,2767.0,3458.0
